sample	cluster	assembled	match	pct_id	ctg_cov	known_var	novel_var
ERX2804028	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	409.8	no	yes
ERX2804028	hmrM	yes	yes	94.48	34.9	no	yes
ERX2804029	LpsA	yes	yes	94.35	7.8	no	yes
ERX2804029	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	558.1	no	yes
ERX2804029	hmrM	yes	yes	94.41	26.3	no	yes
ERX2804030	LpsA	yes	yes	97.61	18.2	no	yes
ERX2804030	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	513.7	no	yes
ERX2804030	TEM_-	yes	yes	99.88	74.5	no	yes
ERX2804030	hmrM	yes	yes	99.93	54.4	no	yes
ERX2804031	LpsA	yes	yes	99.48	19.6	no	yes
ERX2804031	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	602.0	no	yes
ERX2804032	LpsA	yes	yes	98.31	21.1	no	yes
ERX2804032	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	568.5	no	yes
ERX2804032	TEM_-	yes	yes	99.88	87.5	no	yes
ERX2804032	hmrM	yes	yes	96.77	39.7	no	yes
ERX2804033	LpsA	yes	yes	99.35	9.1	no	no
ERX2804033	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	622.8	no	yes
ERX2804033	hmrM	yes	yes	94.34	23.5	no	yes
ERX2804034	Haemophilus_influenzae_PBP3	yes	yes	95.96	41.5	yes	yes
ERX2804034	Pasteurella_multocida_16S	yes	yes	95.17	389.6	no	yes
ERX2804034	hmrM	yes	yes	97.56	34.8	no	yes
ERX2804035	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	501.2	no	yes
ERX2804035	hmrM	yes	yes	98.78	53.3	no	yes
ERX2804036	Haemophilus_influenzae_PBP3	yes	yes	95.96	45.2	yes	yes
ERX2804036	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	402.3	no	yes
ERX2804036	hmrM	yes	yes	99.64	54.0	no	yes
ERX2804037	LpsA	yes	yes	93.9	5.6	no	yes
ERX2804038	LpsA	yes	yes	99.48	10.2	no	yes
ERX2804038	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	496.5	no	yes
ERX2804038	hmrM	yes	yes	94.7	26.4	no	yes
ERX2804039	LpsA	yes_nonunique	yes	99.48	17.0	no	yes
ERX2804039	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	370.0	no	yes
ERX2804040	Haemophilus_influenzae_PBP3	yes	yes	95.96	41.1	yes	yes
ERX2804040	LpsA	yes	yes	93.78	7.3	no	yes
ERX2804040	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	315.5	no	yes
ERX2804040	hmrM	yes	yes	99.7	76.6	no	yes
ERX2804041	Haemophilus_influenzae_PBP3	yes	yes	97.05	49.0	yes	yes
ERX2804041	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	561.6	no	yes
ERX2804041	hmrM	yes	yes	94.48	22.4	no	yes
ERX2804042	LpsA	yes_nonunique	yes	98.31	15.2	no	yes
ERX2804042	Pasteurella_multocida_16S	yes	yes	95.49	390.1	no	yes
ERX2804042	TEM_-	yes	yes	99.88	58.7	no	yes
ERX2804042	catII	yes	yes	99.69	47.7	no	yes
ERX2804042	hmrM	yes	yes	97.49	38.5	no	yes
ERX2804042	tet_B_	yes	yes	99.75	62.6	no	yes
ERX2804043	LpsA	yes	yes	100.0	14.9	no	no
ERX2804043	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	602.4	no	yes
ERX2804043	hmrM	yes	yes	94.48	24.6	no	yes
ERX2804044	Pasteurella_multocida_16S	yes	yes	95.43	507.9	no	yes
ERX2804044	hmrM	yes	yes	99.86	46.3	no	yes
ERX2804045	LpsA	yes	yes	100.0	16.4	no	no
ERX2804045	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	492.5	no	yes
ERX2804045	TEM_-	yes	yes	99.88	72.9	no	yes
ERX2804045	hmrM	yes	yes	94.48	26.4	no	yes
ERX2804046	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	538.8	no	yes
ERX2804046	hmrM	yes	yes	94.19	21.7	no	yes
ERX2804047	LpsA	yes_nonunique	yes	98.57	17.0	no	yes
ERX2804047	Pasteurella_multocida_16S	yes	yes	95.49	524.4	no	yes
ERX2804047	hmrM	yes_nonunique	yes	94.7	33.7	no	yes
ERX2804048	LpsA	yes	yes	98.05	7.2	no	yes
ERX2804048	Pasteurella_multocida_16S	yes	yes	95.49	612.2	no	yes
ERX2804048	hmrM	yes	yes	94.48	25.2	no	yes
ERX2804049	hmrM	yes	yes	98.06	30.4	no	yes
ERX2804050	Haemophilus_influenzae_PBP3	yes_nonunique	yes	95.91	38.7	yes	yes
ERX2804050	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	514.9	no	yes
ERX2804050	hmrM	yes	yes	99.64	48.5	no	yes
ERX2804051	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	599.5	no	yes
ERX2804051	hmrM	yes	yes	94.7	25.3	no	yes
ERX2804052	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	610.7	no	yes
ERX2804052	hmrM	yes_nonunique	yes	98.78	57.5	no	yes
ERX2804053	LpsA	yes	yes	99.61	17.6	no	no
ERX2804053	Pasteurella_multocida_16S	yes_nonunique	yes	95.69	208.2	no	yes
ERX2804053	hmrM	yes	yes	97.13	24.6	no	yes
ERX2804054	LpsA	yes	yes	98.31	14.2	no	yes
ERX2804054	Pasteurella_multocida_16S	yes	yes	95.49	509.8	no	yes
ERX2804054	hmrM	yes	yes	97.49	40.4	no	yes
ERX2804055	LpsA	yes	yes	99.35	8.4	no	no
ERX2804055	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	652.2	no	yes
ERX2804055	hmrM	yes	yes	94.34	27.2	no	yes
ERX2804056	LpsA	yes	yes	99.48	8.7	no	yes
ERX2804056	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	546.1	no	yes
ERX2804057	LpsA	yes_nonunique	yes	99.48	26.9	no	yes
ERX2804057	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	372.3	no	yes
ERX2804057	hmrM	yes	yes	94.34	25.6	no	yes
ERX2804058	Haemophilus_influenzae_PBP3	yes	yes	95.96	43.2	yes	yes
ERX2804058	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	551.2	no	yes
ERX2804058	hmrM	yes	yes	99.64	54.4	no	yes
ERX2804059	LpsA	yes	yes	99.61	18.5	no	no
ERX2804059	Pasteurella_multocida_16S	yes_nonunique	yes	95.69	568.3	no	yes
ERX2804059	hmrM	yes	yes	97.13	33.7	no	yes
ERX2804060	Neisseria_-	yes_nonunique	yes	99.16	11.9	no	yes
ERX2804060	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	542.5	no	yes
ERX2804060	hmrM	yes	yes	94.48	21.5	no	yes
ERX302982	LpsA	yes	yes	100.0	34.5	no	no
ERX302982	Pasteurella_multocida_16S	yes	yes	95.69	390.4	no	yes
ERX302982	hmrM	yes	yes	99.71	53.8	no	yes
ERX3291033	LpsA	yes	yes	99.22	16.4	no	yes
ERX3291033	Pasteurella_multocida_16S	yes	yes	95.68	492.2	no	yes
ERX3291033	hmrM	yes	yes	94.48	21.9	no	yes
ERX3291034	LpsA	yes	yes	99.22	10.0	no	yes
ERX3291034	Pasteurella_multocida_16S	yes	yes	95.68	507.5	no	yes
ERX3291034	hmrM	yes	yes	94.48	24.3	no	yes
ERX3291035	LpsA	yes	yes	99.22	7.5	no	yes
ERX3291035	Pasteurella_multocida_16S	yes	yes	95.68	538.0	no	yes
ERX3291035	hmrM	yes	yes	94.48	20.4	no	yes
ERX3291036	LpsA	yes	yes	99.22	17.9	no	yes
ERX3291036	Pasteurella_multocida_16S	yes	yes	95.68	681.5	no	yes
ERX3291036	hmrM	yes	yes	94.48	24.3	no	yes
ERX3291037	LpsA	yes	yes	99.22	8.7	no	yes
ERX3291037	Pasteurella_multocida_16S	yes	yes	95.68	492.2	no	yes
ERX3291037	hmrM	yes	yes	94.48	23.1	no	yes
ERX3291038	LpsA	yes	yes	99.22	14.6	no	yes
ERX3291038	Pasteurella_multocida_16S	yes	yes	95.68	491.3	no	yes
ERX3291038	hmrM	yes	yes	94.48	22.6	no	yes
ERX3291039	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	740.8	no	yes
ERX3291039	hmrM	yes	yes	96.77	40.8	no	yes
ERX3291040	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	595.3	no	yes
ERX3291040	hmrM	yes	yes	96.77	41.3	no	yes
ERX3291041	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	706.5	no	yes
ERX3291041	hmrM	yes	yes	96.77	40.0	no	yes
ERX3291044	Haemophilus_influenzae_PBP3	yes	yes	96.67	55.5	yes	yes
ERX3291044	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	354.8	no	yes
ERX3291044	hmrM	yes	yes	94.91	35.7	no	yes
ERX3291045	Haemophilus_influenzae_PBP3	yes	yes	96.67	66.0	yes	yes
ERX3291045	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	624.2	no	yes
ERX3291045	hmrM	yes	yes	94.91	30.2	no	yes
ERX3291046	Haemophilus_influenzae_PBP3	yes	yes	96.67	65.9	yes	yes
ERX3291046	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	630.0	no	yes
ERX3291046	hmrM	yes	yes	94.91	30.6	no	yes
ERX3291047	Haemophilus_influenzae_PBP3	yes	yes	96.67	60.0	yes	yes
ERX3291047	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	462.4	no	yes
ERX3291047	hmrM	yes	yes	94.91	27.1	no	yes
ERX3291048	Haemophilus_influenzae_PBP3	yes	yes	96.67	69.7	yes	yes
ERX3291048	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	505.0	no	yes
ERX3291048	hmrM	yes	yes	94.91	27.5	no	yes
ERX3291049	Haemophilus_influenzae_PBP3	yes	yes	96.67	59.8	yes	yes
ERX3291049	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	612.9	no	yes
ERX3291049	hmrM	yes	yes	94.91	33.4	no	yes
ERX3291050	Haemophilus_influenzae_PBP3	yes	yes	96.67	35.1	yes	yes
ERX3291050	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	235.3	no	yes
ERX3291050	hmrM	yes	yes	94.98	14.5	no	yes
ERX3291051	Haemophilus_influenzae_PBP3	yes	yes	96.67	68.5	yes	yes
ERX3291051	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	495.4	no	yes
ERX3291051	hmrM	yes	yes	94.91	28.0	no	yes
ERX3291052	Haemophilus_influenzae_PBP3	yes	yes	96.67	57.1	yes	yes
ERX3291052	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	665.4	no	yes
ERX3291052	hmrM	yes	yes	94.91	35.9	no	yes
ERX3291053	Haemophilus_influenzae_PBP3	yes	yes	96.67	69.5	yes	yes
ERX3291053	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	632.5	no	yes
ERX3291053	hmrM	yes	yes	94.91	28.3	no	yes
ERX3291054	Haemophilus_influenzae_PBP3	yes	yes	96.67	62.0	yes	yes
ERX3291054	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	578.0	no	yes
ERX3291054	hmrM	yes	yes	94.91	25.8	no	yes
ERX3291055	Haemophilus_influenzae_PBP3	yes	yes	96.67	65.3	yes	yes
ERX3291055	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	509.5	no	yes
ERX3291055	hmrM	yes	yes	94.91	30.5	no	yes
ERX3291056	Haemophilus_influenzae_PBP3	yes	yes	96.67	60.5	yes	yes
ERX3291056	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	595.8	no	yes
ERX3291056	hmrM	yes	yes	94.91	27.8	no	yes
ERX3291057	Haemophilus_influenzae_PBP3	yes	yes	96.67	69.2	yes	yes
ERX3291057	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	467.8	no	yes
ERX3291057	hmrM	yes	yes	94.91	31.0	no	yes
ERX3291058	Haemophilus_influenzae_PBP3	yes	yes	96.67	56.5	yes	yes
ERX3291058	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	508.2	no	yes
ERX3291058	hmrM	yes	yes	94.91	22.7	no	yes
ERX3291059	Haemophilus_influenzae_PBP3	yes	yes	96.67	63.4	yes	yes
ERX3291059	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	551.0	no	yes
ERX3291059	hmrM	yes	yes	94.91	22.7	no	yes
ERX3291060	Haemophilus_influenzae_PBP3	yes	yes	96.67	64.2	yes	yes
ERX3291060	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	466.4	no	yes
ERX3291060	hmrM	yes	yes	94.91	26.6	no	yes
ERX3291061	Haemophilus_influenzae_PBP3	yes	yes	96.67	58.7	yes	yes
ERX3291061	Pasteurella_multocida_16S	yes_nonunique	yes	95.57	538.1	no	yes
ERX3291061	hmrM	yes	yes	94.91	21.6	no	yes
ERX3291062	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	572.8	no	yes
ERX3291062	hmrM	yes	yes	96.85	45.8	no	yes
ERX3291063	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	594.6	no	yes
ERX3291063	hmrM	yes	yes	96.85	45.7	no	yes
ERX3291064	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	741.1	no	yes
ERX3291064	hmrM	yes	yes	96.85	44.7	no	yes
ERX3291065	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	590.6	no	yes
ERX3291066	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	577.2	no	yes
ERX3291067	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	622.2	no	yes
ERX3291067	hmrM	yes	yes	96.85	44.5	no	yes
ERX3291068	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	645.4	no	yes
ERX3291068	hmrM	yes	yes	96.85	40.1	no	yes
ERX3291069	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	550.3	no	yes
ERX3291069	hmrM	yes	yes	97.03	45.8	no	yes
ERX3291070	Pasteurella_multocida_16S	yes_nonunique	yes	95.23	551.9	no	yes
ERX3291070	hmrM	yes	yes	96.85	38.4	no	yes
ERX3291071	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	634.3	no	yes
ERX3291071	hmrM	yes	yes	96.85	34.9	no	yes
ERX3291072	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	439.3	no	yes
ERX3291072	hmrM	yes	yes	96.85	43.8	no	yes
ERX3291073	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	520.3	no	yes
ERX3291074	Pasteurella_multocida_16S	yes_nonunique	yes	95.38	508.0	no	yes
ERX3291074	hmrM	yes	yes	96.85	48.1	no	yes
ERX3291075	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	588.4	no	yes
ERX3291076	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	244.9	no	yes
ERX3291077	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	400.9	no	yes
ERX3291077	hmrM	yes	yes	96.85	49.0	no	yes
ERX3291078	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	551.9	no	yes
ERX3291078	hmrM	yes	yes	94.48	23.0	no	yes
ERX3291079	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	601.5	no	yes
ERX3291079	hmrM	yes	yes	94.48	27.0	no	yes
ERX3291080	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	376.1	no	yes
ERX3291080	hmrM	yes	yes	94.48	20.8	no	yes
ERX3291081	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	486.1	no	yes
ERX3291081	hmrM	yes	yes	96.85	41.3	no	yes
ERX3291082	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	552.5	no	yes
ERX3291082	hmrM	yes	yes	94.48	25.2	no	yes
ERX3291083	Pasteurella_multocida_16S	yes_nonunique	yes	95.35	522.2	no	yes
ERX3291083	hmrM	yes	yes	96.85	44.4	no	yes
ERX3291084	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	631.6	no	yes
ERX3291084	hmrM	yes	yes	94.48	26.0	no	yes
ERX3291085	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	514.8	no	yes
ERX3291085	hmrM	yes	yes	94.48	26.8	no	yes
ERX3291086	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	587.5	no	yes
ERX3291086	hmrM	yes	yes	96.85	38.3	no	yes
ERX3291087	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	488.7	no	yes
ERX3291087	hmrM	yes	yes	96.85	40.4	no	yes
ERX3291088	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	452.9	no	yes
ERX3291088	hmrM	yes	yes	96.85	47.1	no	yes
ERX3291089	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	446.7	no	yes
ERX3291089	hmrM	yes	yes	94.48	23.9	no	yes
ERX3291090	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	544.2	no	yes
ERX3291090	hmrM	yes	yes	94.48	21.2	no	yes
ERX3291091	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	282.5	no	yes
ERX3291091	hmrM	yes	yes	96.85	26.7	no	yes
ERX3291092	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	378.1	no	yes
ERX3291092	hmrM	yes	yes	96.85	32.7	no	yes
ERX3291093	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	356.7	no	yes
ERX3291093	hmrM	yes	yes	96.85	29.2	no	yes
ERX3291094	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	487.3	no	yes
ERX3291094	hmrM	yes	yes	96.85	36.9	no	yes
ERX3291095	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	518.6	no	yes
ERX3291095	hmrM	yes	yes	94.48	25.0	no	yes
ERX3291096	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	571.0	no	yes
ERX3291096	hmrM	yes	yes	96.85	44.4	no	yes
ERX3291097	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	444.6	no	yes
ERX3291097	hmrM	yes	yes	94.48	26.4	no	yes
ERX3291098	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	593.8	no	yes
ERX3291098	hmrM	yes	yes	94.48	28.7	no	yes
ERX3291099	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	463.9	no	yes
ERX3291099	hmrM	yes	yes	96.85	39.0	no	yes
ERX3291100	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	538.7	no	yes
ERX3291100	hmrM	yes	yes	94.48	23.6	no	yes
ERX3291101	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	461.3	no	yes
ERX3291101	hmrM	yes	yes	96.85	43.6	no	yes
ERX3291102	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	228.7	no	yes
ERX3291102	hmrM	yes	yes	96.85	21.9	no	yes
ERX3291103	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	551.8	no	yes
ERX3291103	hmrM	yes	yes	96.85	34.6	no	yes
ERX3291104	Pasteurella_multocida_16S	yes_nonunique	yes	95.33	563.5	no	yes
ERX3291104	hmrM	yes	yes	96.85	41.7	no	yes
ERX3291105	Pasteurella_multocida_16S	yes_nonunique	yes	95.25	313.4	no	yes
ERX3291105	hmrM	yes	yes	96.85	19.7	no	yes
ERX3291106	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	551.2	no	yes
ERX3291106	hmrM	yes	yes	96.85	43.3	no	yes
ERX3291107	Haemophilus_influenzae_PBP3	yes	yes	96.62	55.6	yes	yes
ERX3291107	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	416.7	no	yes
ERX3291107	TEM_-	yes	yes	99.88	451.4	no	yes
ERX3291107	hmrM	yes	yes	94.48	21.1	no	yes
ERX3291108	Haemophilus_influenzae_PBP3	yes	yes	96.62	45.5	yes	yes
ERX3291108	LpsA	yes	yes	96.28	15.2	no	yes
ERX3291108	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	494.2	no	yes
ERX3291108	TEM_-	yes	yes	99.88	2597.2	no	yes
ERX3291108	hmrM	yes	yes	94.48	27.8	no	yes
ERX3291109	Haemophilus_influenzae_PBP3	yes	yes	96.62	41.6	yes	yes
ERX3291109	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	321.9	no	yes
ERX3291109	TEM_-	yes	yes	99.88	1403.3	no	yes
ERX3291109	hmrM	yes	yes	94.48	19.1	no	yes
ERX3291110	Haemophilus_influenzae_PBP3	yes	yes	96.62	25.0	yes	yes
ERX3291110	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	254.6	no	yes
ERX3291110	TEM_-	yes	yes	99.88	743.5	no	yes
ERX3291110	hmrM	yes	yes	94.48	16.4	no	yes
ERX3291111	Haemophilus_influenzae_PBP3	yes	yes	96.62	40.8	yes	yes
ERX3291111	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	575.6	no	yes
ERX3291111	TEM_-	yes_nonunique	yes	99.88	1255.8	no	yes
ERX3291111	hmrM	yes	yes	94.48	24.7	no	yes
ERX3291112	Haemophilus_influenzae_PBP3	yes	yes	96.62	40.1	yes	yes
ERX3291112	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	470.0	no	yes
ERX3291112	TEM_-	yes	yes	99.88	1617.7	no	yes
ERX3291112	hmrM	yes	yes	94.48	21.4	no	yes
ERX3291113	Haemophilus_influenzae_PBP3	yes	yes	96.62	46.0	yes	yes
ERX3291113	LpsA	yes	yes	96.28	6.2	no	yes
ERX3291113	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	507.1	no	yes
ERX3291113	TEM_-	yes	yes	99.88	1152.9	no	yes
ERX3291113	hmrM	yes	yes	94.48	22.9	no	yes
ERX3291114	Haemophilus_influenzae_PBP3	yes	yes	96.62	51.9	yes	yes
ERX3291114	LpsA	yes	yes	96.28	7.9	no	yes
ERX3291114	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	465.3	no	yes
ERX3291114	TEM_-	yes	yes	99.88	1141.6	no	yes
ERX3291114	hmrM	yes	yes	94.48	22.7	no	yes
ERX3291115	Haemophilus_influenzae_PBP3	yes	yes	96.62	39.8	yes	yes
ERX3291115	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	366.9	no	yes
ERX3291115	TEM_-	yes	yes	99.88	4065.2	no	yes
ERX3291115	hmrM	yes	yes	94.48	24.9	no	yes
ERX3291116	Haemophilus_influenzae_PBP3	yes	yes	96.62	43.2	yes	yes
ERX3291116	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	469.6	no	yes
ERX3291116	TEM_-	yes	yes	99.88	3767.5	no	yes
ERX3291116	hmrM	yes	yes	94.48	24.7	no	yes
ERX3291117	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	514.6	no	yes
ERX3291117	hmrM	yes	yes	94.48	24.4	no	yes
ERX3291118	Haemophilus_influenzae_PBP3	yes	yes	96.62	37.9	yes	yes
ERX3291118	LpsA	yes	yes	96.28	9.7	no	yes
ERX3291118	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	293.8	no	yes
ERX3291118	hmrM	yes	yes	94.48	20.1	no	yes
ERX3291119	Haemophilus_influenzae_PBP3	yes	yes	96.62	19.5	yes	yes
ERX3291119	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	208.9	no	yes
ERX3291119	hmrM	yes	yes	94.48	12.5	no	yes
ERX3291120	LpsA	yes	yes	94.03	9.1	no	yes
ERX3291120	Pasteurella_multocida_16S	yes	yes	95.43	441.8	no	yes
ERX3291120	hmrM	yes	yes	94.48	27.4	no	yes
ERX3291121	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	532.8	no	yes
ERX3291121	hmrM	yes	yes	94.48	21.8	no	yes
ERX3291122	Haemophilus_influenzae_PBP3	yes	yes	96.62	50.2	yes	yes
ERX3291122	LpsA	yes	yes	96.28	5.7	no	yes
ERX3291122	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	485.0	no	yes
ERX3291122	hmrM	yes	yes	94.48	22.7	no	yes
ERX3291123	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	506.9	no	yes
ERX3291123	hmrM	yes	yes	94.48	20.0	no	yes
ERX3291124	Pasteurella_multocida_16S	yes	yes	95.43	475.5	no	yes
ERX3291124	hmrM	yes	yes	94.48	23.8	no	yes
ERX3291125	Haemophilus_influenzae_PBP3	yes	yes	96.62	54.1	yes	yes
ERX3291125	LpsA	yes	yes	96.28	8.6	no	yes
ERX3291125	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	465.8	no	yes
ERX3291125	hmrM	yes	yes	94.48	25.3	no	yes
ERX3291126	Haemophilus_influenzae_PBP3	yes	yes	96.62	55.1	yes	yes
ERX3291126	LpsA	yes	yes	96.28	10.6	no	yes
ERX3291126	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	439.0	no	yes
ERX3291126	hmrM	yes	yes	94.48	22.1	no	yes
ERX3291127	Haemophilus_influenzae_PBP3	yes	yes	96.62	55.2	yes	yes
ERX3291127	LpsA	yes	yes	96.28	22.3	no	yes
ERX3291127	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	343.0	no	yes
ERX3291127	hmrM	yes	yes	94.48	24.2	no	yes
ERX3291128	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	577.4	no	yes
ERX3291128	hmrM	yes	yes	94.48	23.2	no	yes
ERX3291129	Haemophilus_influenzae_PBP3	yes	yes	96.62	38.3	yes	yes
ERX3291129	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	455.6	no	yes
ERX3291129	hmrM	yes	yes	94.48	20.4	no	yes
ERX3291130	Haemophilus_influenzae_PBP3	yes	yes	96.62	49.7	yes	yes
ERX3291130	LpsA	yes	yes	96.28	12.3	no	yes
ERX3291130	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	583.6	no	yes
ERX3291130	hmrM	yes	yes	94.48	22.6	no	yes
ERX3291131	Haemophilus_influenzae_PBP3	yes	yes	96.62	59.3	yes	yes
ERX3291131	LpsA	yes	yes	96.28	9.0	no	yes
ERX3291131	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	497.7	no	yes
ERX3291131	hmrM	yes	yes	94.48	25.0	no	yes
ERX3291132	LpsA	yes	yes	94.03	10.2	no	yes
ERX3291132	Pasteurella_multocida_16S	yes	yes	95.43	451.7	no	yes
ERX3291132	hmrM	yes	yes	94.48	25.8	no	yes
ERX3291133	Haemophilus_influenzae_PBP3	yes	yes	96.62	48.9	yes	yes
ERX3291133	LpsA	yes	yes	96.28	13.7	no	yes
ERX3291133	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	491.5	no	yes
ERX3291133	hmrM	yes	yes	94.48	24.9	no	yes
ERX3291134	Haemophilus_influenzae_PBP3	yes	yes	96.62	55.6	yes	yes
ERX3291134	LpsA	yes	yes	96.28	10.7	no	yes
ERX3291134	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	504.2	no	yes
ERX3291134	hmrM	yes	yes	94.48	26.7	no	yes
ERX3291135	Haemophilus_influenzae_PBP3	yes	yes	96.62	58.0	yes	yes
ERX3291135	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	588.2	no	yes
ERX3291135	hmrM	yes	yes	94.48	25.3	no	yes
ERX3291136	Haemophilus_influenzae_PBP3	yes	yes	96.62	50.0	yes	yes
ERX3291136	LpsA	yes	yes	96.28	10.8	no	yes
ERX3291136	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	519.4	no	yes
ERX3291136	hmrM	yes	yes	94.48	26.8	no	yes
ERX3291137	Haemophilus_influenzae_PBP3	yes	yes	96.62	45.7	yes	yes
ERX3291137	LpsA	yes	yes	96.28	9.3	no	yes
ERX3291137	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	606.4	no	yes
