sample_name	APH_3___Ia	APH_3____Ib	APH_6__Id	Haemophilus_influenzae_PBP3	LpsA	Moraxella_catarrhalis_23S	Neisseria_-	Neisseria_gonorrhoeae_23S	Pasteurella_multocida_16S	ROB_-	Staphylococcus_aureus_23S	Streptococcus_pneumoniae_23S	TEM_-	blaZ	catII	farA	hmrM	rrsB+	sul2	tet_B_
ERX3291254	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291255	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291256	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291257	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291258	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291259	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291260	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291261	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291262	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291263	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291264	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291265	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291266	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291267	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291268	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291269	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291270	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291271	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291272	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291273	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291274	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291275	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291276	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291277	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291278	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291279	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291280	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291281	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291282	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291283	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291284	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291285	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291286	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291287	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291288	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291289	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291290	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291291	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291292	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291293	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291294	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291295	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291296	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291297	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291298	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291299	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291300	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291301	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291302	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291303	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291304	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291305	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291306	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291307	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291308	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291309	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291310	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291311	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291312	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291313	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291314	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291315	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291316	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291317	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291318	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291319	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291320	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291321	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291322	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291323	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291324	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291325	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291326	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291327	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291328	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291329	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291330	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291331	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291332	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291333	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291334	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291335	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291336	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291337	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291338	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291339	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291340	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291341	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291342	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291343	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291344	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291345	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291346	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291347	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291348	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291349	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291350	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291352	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291353	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291354	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291355	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291356	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291357	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291358	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291359	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291360	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291361	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291362	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291363	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291364	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291365	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291366	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291367	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291368	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291369	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291370	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291371	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291372	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291373	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291374	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291375	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291376	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291377	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291378	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291379	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291380	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291381	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291382	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291383	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291384	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291385	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291386	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291387	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291388	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291389	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291390	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291391	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291392	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291393	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291394	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291395	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291396	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291397	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291398	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291399	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291400	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291401	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291402	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291403	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291404	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291405	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291406	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False
ERX3291410	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291411	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291412	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291415	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291416	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291417	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291418	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291419	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291420	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291421	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291422	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291423	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291424	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291425	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291426	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291427	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291428	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291429	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291430	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291431	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291432	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291433	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291434	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291435	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291436	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291437	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291438	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291439	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291440	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291441	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291442	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291443	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291444	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291445	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291446	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291447	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291448	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291449	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291450	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291451	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291452	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291453	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291454	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291455	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291456	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291457	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291458	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291459	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291460	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291461	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291462	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291463	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291464	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291465	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291466	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291467	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291468	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291469	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291470	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291471	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291474	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291475	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291476	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291477	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291478	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291479	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291480	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291481	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291482	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291483	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291484	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291485	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
ERX3291486	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291487	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291488	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291489	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291490	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291491	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291492	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291493	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291494	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291495	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291496	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291497	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291498	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291499	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291500	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291501	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291502	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291503	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291504	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291505	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291506	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291507	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291508	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291509	False	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291511	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
ERX3291513	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291514	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291517	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291518	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291521	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291523	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291524	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291525	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291527	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291529	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291530	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291531	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291532	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291533	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291534	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291535	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291536	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291537	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291538	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291539	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291540	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291541	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291542	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291543	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291544	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291545	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291546	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291547	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291548	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291549	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291550	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291552	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291553	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291554	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291556	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291557	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291558	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291559	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291560	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291561	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291562	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291563	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
ERX3291564	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False
