query	reference	ani	mapped_fragments	total_fragments
SRX6095757	GA81666	97.3256	552	597
SRX6094450	GA81666	97.3253	552	596
ERX2803939	GA81666	97.325	531	577
ERX3462324	GA81666	97.325	528	551
ERX2803982	GA81666	97.3245	499	542
ERX3434887	GA81666	97.3245	567	630
SRX6601792	GA81666	97.3245	550	594
ERX3435727	GA81666	97.3244	555	602
ERX3462305	GA81666	97.3243	548	597
ERX3970985	GA81666	97.3241	525	562
GA91266	GA81666	97.324	552	584
SRX6602263	GA81666	97.324	551	602
ERX3914298	GA81666	97.3239	528	551
GA67735	GA81666	97.3239	553	591
SRX6601791	GA81666	97.3237	550	594
ERX3434959	GA81666	97.3233	544	572
SRX6601723	GA81666	97.3233	554	597
DRX014157	GA81666	97.323	544	585
SRX6601794	GA81666	97.3229	551	597
SRX6601743	GA81666	97.3228	541	583
SRX6094437	GA81666	97.3227	552	597
ERX3914352	GA81666	97.3226	556	601
SRX6602053	GA81666	97.3226	558	601
ERX3434843	GA81666	97.3224	524	562
SRX1530111	GA81666	97.3224	539	583
ERX2260788	GA81666	97.3222	547	597
ERX3448915	GA81666	97.3222	553	600
SRX6602001	GA81666	97.3222	552	597
SRX6602229	GA81666	97.3221	552	595
SRX6098343	GA81666	97.322	551	596
SRX6601859	GA81666	97.322	554	598
SRX1530115	GA81666	97.3219	537	582
SRX9295408	GA81666	97.3215	545	613
SRX6098049	GA81666	97.3214	552	596
ERX3433993	GA81666	97.3213	555	576
SRX6601644	GA81666	97.3213	552	591
ERX2260891	GA81666	97.3212	551	589
ERX3448971	GA81666	97.3212	556	606
ERX3435728	GA81666	97.3211	564	629
ERX3435795	GA81666	97.3211	545	580
ERX3970803	GA81666	97.3211	543	610
SRX6094461	GA81666	97.3211	554	598
ERX2579074	GA81666	97.321	549	602
SRX6601702	GA81666	97.321	549	594
SRX6602211	GA81666	97.321	550	608
ERX3462083	GA81666	97.3209	551	605
SRX6601737	GA81666	97.3208	551	595
SRX6094445	GA81666	97.3207	551	596
SRX6601678	GA81666	97.3205	550	595
SRX6601837	GA81666	97.3205	549	602
ERX3914497	GA81666	97.3204	531	584
SRX6098046	GA81666	97.3202	555	596
ERX2579105	GA81666	97.32	546	599
SRX6602210	GA81666	97.3197	554	598
SRX6601815	GA81666	97.3196	551	606
SRX2764933	GA81666	97.3195	546	597
DRX014160	GA81666	97.3193	538	599
SRX6602194	GA81666	97.3193	552	596
SRX6094458	GA81666	97.3191	555	597
SRX6094459	GA81666	97.3191	549	595
SRX6601976	GA81666	97.319	554	596
ERX3435096	GA81666	97.3187	568	623
ERX3435714	GA81666	97.3183	554	590
SRX6601912	GA81666	97.3182	552	596
ERX2260863	GA81666	97.3179	545	574
SRX6602208	GA81666	97.3174	551	595
ERX3914273	GA81666	97.3173	535	584
ERX3435082	GA81666	97.3171	544	589
ERX2260707	GA81666	97.3167	563	609
ERX3434475	GA81666	97.3167	546	600
ERX2804022	GA81666	97.3163	514	551
SRX6095764	GA81666	97.316	551	596
SRX9274461	GA81666	97.3158	435	460
SRX6602239	GA81666	97.3154	552	596
ERX3602200	GA81666	97.315	547	604
SRX1530110	GA81666	97.315	531	578
ERX3434972	GA81666	97.3148	556	606
ERX3435200	GA81666	97.3145	552	592
ERX3529870	GA81666	97.3142	564	619
ERX3448965	GA81666	97.314	527	550
SRX4552000	GA81666	97.3137	540	581
ERX3914180	GA81666	97.3134	542	588
SRX6602248	GA81666	97.313	539	580
ERX3434996	GA81666	97.3129	549	603
ERX3434899	GA81666	97.3128	536	571
ERX2804016	GA81666	97.3126	521	557
SRX6098042	GA81666	97.3126	558	594
SRX6602270	GA81666	97.3123	551	622
ERX3434316	GA81666	97.3121	530	582
SRX6602204	GA81666	97.312	555	598
ERX3435514	GA81666	97.3119	554	589
SRX6094451	GA81666	97.3118	553	596
SRX6095781	GA81666	97.3118	556	594
ERX3602163	GA81666	97.3116	550	611
SRX4551973	GA81666	97.3114	540	580
SRX6601999	GA81666	97.311	549	603
ERX3914363	GA81666	97.3108	555	599
ERX2803968	GA81666	97.3107	546	581
ERX3434715	GA81666	97.3107	548	601
ERX101212	GA81666	97.3105	549	595
ERX3434046	GA81666	97.3101	544	589
ERX3914342	GA81666	97.3099	550	602
ERX3434839	GA81666	97.3098	555	592
ERX3602199	GA81666	97.3096	546	601
SRX6095766	GA81666	97.3095	557	592
SRX1530116	GA81666	97.3093	537	582
ERX2579101	GA81666	97.3092	548	602
ERX3434947	GA81666	97.3092	548	571
ERX3435145	GA81666	97.3092	551	607
ERX2260852	GA81666	97.3091	541	591
SRX4551908	GA81666	97.309	541	581
SRX6095777	GA81666	97.3089	553	597
SRX6601910	GA81666	97.3086	547	615
ERX3435195	GA81666	97.3084	551	607
DRX014158	GA81666	97.3082	547	589
ERX3435640	GA81666	97.3081	553	588
ERX3462297	GA81666	97.308	546	601
ERX4159215	GA81666	97.308	565	618
ERX3434090	GA81666	97.3079	553	576
ERX3914407	GA81666	97.3079	532	567
ERX3462292	GA81666	97.3078	554	576
ERX2260900	GA81666	97.3077	547	591
ERX2260829	GA81666	97.3076	536	580
ERX3433936	GA81666	97.3076	542	613
ERX3434809	GA81666	97.3076	555	599
ERX3434123	GA81666	97.3072	558	608
ERX3434727	GA81666	97.3072	533	585
ERX3970867	GA81666	97.3071	557	602
ERX3434911	GA81666	97.3068	546	572
ERX3434274	GA81666	97.3067	556	586
SRX2764930	GA81666	97.3067	547	594
ERX3434876	GA81666	97.3065	546	603
ERX3435527	GA81666	97.3064	548	595
ERX3435029	GA81666	97.3063	556	618
SRX4576201	GA81666	97.3063	552	591
ERX3434700	GA81666	97.3062	532	584
ERX3434210	GA81666	97.306	545	589
ERX3970858	GA81666	97.306	534	569
SRX4551972	GA81666	97.306	540	579
SRX6601918	GA81666	97.3056	554	599
ERX2804044	GA81666	97.3054	552	607
ERX2804055	GA81666	97.3052	529	578
ERX3462009	GA81666	97.3052	552	587
SRX6094456	GA81666	97.3049	556	598
SRX6602127	GA81666	97.3049	553	595
ERX3434706	GA81666	97.3048	555	597
ERX3970830	GA81666	97.3046	533	568
ERX3435066	GA81666	97.3045	554	611
SRX6602060	GA81666	97.3043	554	595
SRX4551981	GA81666	97.3041	545	586
SRX6601790	GA81666	97.3041	552	603
ERX3970873	GA81666	97.3039	535	569
ERX3435513	GA81666	97.3037	550	604
ERX3602177	GA81666	97.3035	550	601
ERX3914420	GA81666	97.3035	555	577
ERX3435787	GA81666	97.3033	555	577
ERX101275	GA81666	97.3032	546	569
ERX3435021	GA81666	97.3032	547	572
SRX6602094	GA81666	97.3032	546	582
SRX4551902	GA81666	97.3029	533	574
ERX3970850	GA81666	97.3028	557	601
SRX6094444	GA81666	97.3026	555	597
ERX101284	GA81666	97.3024	542	589
ERX2260817	GA81666	97.3024	546	586
ERX3434302	GA81666	97.3021	556	590
SRX6602121	GA81666	97.302	554	597
ERX2579110	GA81666	97.3019	552	589
SRX6601764	GA81666	97.3018	551	595
ERX3434748	GA81666	97.3017	537	589
ERX3435592	GA81666	97.3016	545	602
ERX3461955	GA81666	97.3015	530	551
ERX101278	GA81666	97.3014	548	594
ERX2260724	GA81666	97.3012	537	578
ERX3462053	GA81666	97.3012	567	606
SRX6602016	GA81666	97.3011	552	595
SRX6602084	GA81666	97.3009	547	605
ERX3462162	GA81666	97.3005	520	567
GA71938	GA81666	97.3005	548	610
SRX4576174	GA81666	97.3004	556	591
ERX3462170	GA81666	97.3003	555	600
ERX2260728	GA81666	97.2999	550	583
ERX101281	GA81666	97.2997	555	592
SRX1530112	GA81666	97.2997	542	585
GA78273	GA81666	97.2995	558	589
SRX6601826	GA81666	97.2994	553	596
ERX2803972	GA81666	97.2992	553	606
ERX2804035	GA81666	97.2985	535	582
ERX3462088	GA81666	97.2985	555	577
ERX3434257	GA81666	97.2984	554	593
ERX3462163	GA81666	97.2984	555	577
ERX3448973	GA81666	97.2982	545	591
ERX3448961	GA81666	97.2981	533	568
ERX3434142	GA81666	97.2979	554	576
SRX1530098	GA81666	97.2979	538	580
ERX3435788	GA81666	97.2977	555	577
ERX3448740	GA81666	97.2976	560	601
ERX3529851	GA81666	97.2975	559	603
ERX2260706	GA81666	97.2974	550	595
ERX3434526	GA81666	97.2971	557	592
ERX3435571	GA81666	97.297	551	584
ERX3434873	GA81666	97.2969	544	613
SRX6602188	GA81666	97.2968	553	598
ERX3434900	GA81666	97.2966	545	593
ERX3449037	GA81666	97.2963	555	592
SRX6098320	GA81666	97.2963	552	596
SRX6098329	GA81666	97.2963	557	592
SRX6601782	GA81666	97.2963	556	626
ERX3434674	GA81666	97.296	539	576
ERX3529832	GA81666	97.296	553	573
ERX3434747	GA81666	97.2959	535	579
ERX3434962	GA81666	97.2958	544	587
ERX3435524	GA81666	97.2958	556	617
ERX3602206	GA81666	97.2957	547	604
SRX6602271	GA81666	97.2955	565	615
ERX3462102	GA81666	97.2954	564	628
ERX3970811	GA81666	97.2954	534	567
ERX3970840	GA81666	97.2954	531	565
ERX3434469	GA81666	97.2951	550	583
ERX3434701	GA81666	97.2951	561	635
ERX3435022	GA81666	97.2951	544	592
ERX3448869	GA81666	97.2951	559	598
GA87757	GA81666	97.2951	553	596
SRX4576175	GA81666	97.2951	554	592
ERX3434761	GA81666	97.295	559	596
ERX3435055	GA81666	97.295	556	599
ERX3435128	GA81666	97.2949	557	589
ERX3602202	GA81666	97.2949	548	603
SRX6602152	GA81666	97.2948	547	596
ERX3914473	GA81666	97.2947	551	584
SRX4551980	GA81666	97.294	537	581
ERX3448924	GA81666	97.2938	546	611
ERX2260937	GA81666	97.2937	551	599
ERX3435700	GA81666	97.2937	550	607
ERX3462167	GA81666	97.2936	550	606
SRX6098332	GA81666	97.2936	555	592
ERX3448747	GA81666	97.2935	525	581
ERX2579109	GA81666	97.2934	557	603
SRX6601651	GA81666	97.2934	550	597
ERX4159216	GA81666	97.2932	545	601
ERX3914390	GA81666	97.2927	558	589
ERX3435642	GA81666	97.2924	536	577
ERX2260953	GA81666	97.2923	558	608
ERX2260927	GA81666	97.2922	562	615
ERX3435534	GA81666	97.2921	549	599
ERX3435034	GA81666	97.292	534	571
ERX3970884	GA81666	97.2917	536	579
ERX3435053	GA81666	97.2916	545	600
ERX3434770	GA81666	97.2913	569	608
ERX3434781	GA81666	97.2913	530	573
ERX3435100	GA81666	97.2912	553	595
ERX3434716	GA81666	97.2911	537	579
SRX6098057	GA81666	97.291	560	593
ERX3433999	GA81666	97.2909	535	583
ERX3434695	GA81666	97.2909	577	621
ERX3434732	GA81666	97.2907	535	578
ERX3435027	GA81666	97.2907	545	590
ERX3914389	GA81666	97.2906	550	608
SRX6601620	GA81666	97.2904	552	607
SRX7845459	GA81666	97.2902	553	576
ERX2260883	GA81666	97.2901	551	587
ERX3462125	GA81666	97.2901	548	610
ERX3434757	GA81666	97.29	557	598
ERX3434051	GA81666	97.2898	553	597
ERX2579056	GA81666	97.2897	547	606
ERX2803988	GA81666	97.2897	532	589
ERX3434483	GA81666	97.2897	551	584
SRX6601945	GA81666	97.2897	551	626
ERX3602201	GA81666	97.2895	546	603
ERX3602207	GA81666	97.2895	546	597
ERX3435133	GA81666	97.2893	548	616
ERX3602195	GA81666	97.2893	553	573
ERX4159172	GA81666	97.2892	565	630
ERX2260773	GA81666	97.2889	527	559
SRX6602118	GA81666	97.2887	551	608
ERX3434772	GA81666	97.2886	570	609
ERX3462103	GA81666	97.2885	548	600
ERX3602203	GA81666	97.2884	551	606
SRX6601966	GA81666	97.2882	527	554
ERX3529852	GA81666	97.2881	567	628
SRX4551979	GA81666	97.2881	543	584
ERX3449044	GA81666	97.2876	556	591
ERX3529823	GA81666	97.2873	569	635
ERX3434185	GA81666	97.2872	555	577
ERX2260810	GA81666	97.2871	555	612
SRX6602139	GA81666	97.287	555	597
SRX6093253	GA81666	97.2869	547	590
SRX4551958	GA81666	97.2868	535	574
SRX4576179	GA81666	97.2867	554	604
SRX4576203	GA81666	97.2867	543	580
ERX3434790	GA81666	97.2866	556	600
ERX2579047	GA81666	97.286	547	604
ERX3435014	GA81666	97.2855	565	635
SRX4551933	GA81666	97.2855	546	595
ERX3434093	GA81666	97.2854	547	593
SRX6601726	GA81666	97.2854	560	618
ERX3434704	GA81666	97.2852	536	589
ERX3434722	GA81666	97.2852	520	568
ERX3291400	GA81666	97.2846	498	541
ERX101264	GA81666	97.2845	548	624
ERX3602166	GA81666	97.2843	557	608
ERX2260721	GA81666	97.2842	553	600
ERX3435176	GA81666	97.284	549	618
SRX6601625	GA81666	97.284	544	581
ERX2260730	GA81666	97.2837	550	582
SRX1530102	GA81666	97.2836	525	569
GA67550	GA81666	97.2835	555	631
SRX6098319	GA81666	97.2835	558	593
ERX3434644	GA81666	97.2834	536	588
ERX2260753	GA81666	97.2831	530	583
ERX3462070	GA81666	97.2825	559	601
SRX1081796	GA81666	97.2822	539	592
ERX3914281	GA81666	97.282	553	584
ERX2804007	GA81666	97.2819	534	582
ERX3434029	GA81666	97.2819	551	595
SRX6602125	GA81666	97.2819	547	590
SRX4576204	GA81666	97.2813	545	583
ERX3914262	GA81666	97.2812	556	589
ERX3434796	GA81666	97.2811	555	602
ERX3448847	GA81666	97.2811	536	576
ERX2579079	GA81666	97.281	535	587
ERX3434756	GA81666	97.2809	569	606
SRX4551911	GA81666	97.2806	541	580
ERX3529806	GA81666	97.2805	552	631
ERX3461984	GA81666	97.2804	552	599
ERX3332214	GA81666	97.28	538	577
SRX6601863	GA81666	97.2796	555	611
ERX4159167	GA81666	97.2795	554	663
GCF_003351585	GA81666	97.2795	570	616
ERX2260858	GA81666	97.2794	538	585
ERX3529826	GA81666	97.2792	550	602
ERX3914400	GA81666	97.2791	532	571
ERX3435140	GA81666	97.2789	545	640
SRX6602241	GA81666	97.2788	545	604
ERX2260919	GA81666	97.2785	552	611
ERX2579050	GA81666	97.2782	520	569
ERX3434916	GA81666	97.278	540	580
ERX3435111	GA81666	97.278	551	599
SRX6602017	GA81666	97.278	560	599
ERX3434734	GA81666	97.2778	555	609
SRX6602148	GA81666	97.2777	555	606
SRX6601704	GA81666	97.2775	558	609
ERX3434730	GA81666	97.2771	559	590
ERX3602198	GA81666	97.277	551	606
ERX2579063	GA81666	97.2768	552	611
ERX3435087	GA81666	97.2768	557	587
SRX4551903	GA81666	97.2768	543	584
SRX6601968	GA81666	97.2767	558	631
ERX3332502	GA81666	97.2766	538	577
ERX3914374	GA81666	97.2762	547	595
SRX1530104	GA81666	97.2759	522	564
ERX2579087	GA81666	97.2758	552	597
ERX3434580	GA81666	97.2755	545	604
SRX6098333	GA81666	97.2752	558	593
SRX6601883	GA81666	97.2752	546	607
ERX3332378	GA81666	97.275	539	577
ERX3914391	GA81666	97.2749	553	609
ERX3434973	GA81666	97.2746	564	635
ERX3434133	GA81666	97.2739	559	594
ERX3448811	GA81666	97.2736	552	619
ERX2260814	GA81666	97.2734	529	565
ERX3434988	GA81666	97.2731	561	615
ERX3529829	GA81666	97.2724	549	591
ERX3435523	GA81666	97.2722	555	593
ERX3435026	GA81666	97.2721	552	619
ERX3434793	GA81666	97.272	556	601
ERX3434170	GA81666	97.2719	534	574
ERX3448923	GA81666	97.2716	552	619
ERX3435052	GA81666	97.2715	554	593
ERX101283	GA81666	97.2714	532	584
ERX2260893	GA81666	97.2714	544	585
SRX1136412	GA81666	97.2714	551	586
ERX3434233	GA81666	97.2713	557	603
ERX2260722	GA81666	97.2712	544	590
ERX3435086	GA81666	97.2711	552	619
SRX6602245	GA81666	97.271	552	604
ERX2804033	GA81666	97.2709	551	611
ERX3434968	GA81666	97.2705	561	595
ERX3434341	GA81666	97.2703	552	619
ERX2260766	GA81666	97.2699	541	598
ERX3434067	GA81666	97.2699	552	619
ERX3435205	GA81666	97.2696	551	618
ERX3529849	GA81666	97.2695	551	571
ERX3914247	GA81666	97.2695	552	619
ERX3529790	GA81666	97.2692	560	615
SRX6601888	GA81666	97.2692	550	631
ERX3435031	GA81666	97.2691	551	617
ERX2260818	GA81666	97.269	546	604
ERX3435090	GA81666	97.2684	565	635
ERX3529858	GA81666	97.2684	558	623
ERX3435035	GA81666	97.2679	545	599
ERX3435170	GA81666	97.2679	524	580
ERX3332534	GA81666	97.2676	505	540
ERX3434472	GA81666	97.2675	544	567
SRX4551921	GA81666	97.2669	531	573
ERX3914445	GA81666	97.2668	551	590
SRX7573931	GA81666	97.2664	537	575
ERX3434764	GA81666	97.2663	562	626
ERX2260889	GA81666	97.2661	548	599
ERX2804048	GA81666	97.2661	485	514
ERX3434943	GA81666	97.266	558	597
ERX3449126	GA81666	97.266	561	624
ERX3332068	GA81666	97.2658	502	536
ERX3448866	GA81666	97.2658	562	617
ERX3435603	GA81666	97.2653	531	585
ERX3434297	GA81666	97.2647	535	587
ERX3462139	GA81666	97.2647	558	611
ERX3434930	GA81666	97.2644	575	641
ERX3332261	GA81666	97.2639	536	575
GA62175	GA81666	97.2637	538	586
ERX3332147	GA81666	97.2635	514	572
ERX3529814	GA81666	97.2634	569	627
ERX3332604	GA81666	97.2632	547	618
SRX1530107	GA81666	97.2628	526	570
GA64079	GA81666	97.2626	540	587
ERX3434689	GA81666	97.2622	527	597
ERX3529848	GA81666	97.2622	551	570
ERX101287	GA81666	97.2621	549	619
ERX3332398	GA81666	97.262	540	579
ERX3448904	GA81666	97.2612	558	610
GA74406	GA81666	97.2612	549	592
ERX3970848	GA81666	97.2611	526	597
ERX2260740	GA81666	97.261	538	589
ERX3434146	GA81666	97.2603	548	611
ERX3970822	GA81666	97.2599	521	569
ERX3332562	GA81666	97.2598	537	607
SRX4551957	GA81666	97.2596	546	597
SRX6601798	GA81666	97.2595	557	607
ERX3434694	GA81666	97.2593	549	595
ERX3434841	GA81666	97.2593	561	603
ERX3435121	GA81666	97.2593	550	604
SRX6601995	GA81666	97.259	550	602
ERX3434898	GA81666	97.2589	549	601
ERX3435713	GA81666	97.2589	560	623
ERX2260742	GA81666	97.2587	547	580
ERX2804031	GA81666	97.2585	541	580
ERX3462087	GA81666	97.2583	553	609
ERX3434680	GA81666	97.258	547	587
ERX2260859	GA81666	97.2577	557	590
ERX3970801	GA81666	97.2577	557	600
SRX1530106	GA81666	97.2577	524	565
ERX3435721	GA81666	97.2575	537	573
ERX3332508	GA81666	97.2574	536	579
ERX3434332	GA81666	97.2573	552	609
ERX3434935	GA81666	97.2573	560	609
ERX3529812	GA81666	97.2573	559	601
ERX3332247	GA81666	97.2567	515	550
ERX3434040	GA81666	97.2566	555	596
ERX3448925	GA81666	97.2566	563	609
ERX2579091	GA81666	97.2564	562	618
ERX2803955	GA81666	97.2564	546	593
ERX3291422	GA81666	97.256	529	585
ERX3291306	GA81666	97.2555	517	567
ERX3434771	GA81666	97.2554	551	607
SRX4551929	GA81666	97.2554	552	601
SRX6602061	GA81666	97.2554	563	620
ERX3914295	GA81666	97.2552	527	586
ERX4159208	GA81666	97.255	549	603
SRX6601986	GA81666	97.255	560	637
SRX6602154	GA81666	97.2547	546	586
ERX2804056	GA81666	97.2546	527	590
ERX3434763	GA81666	97.2543	562	625
ERX3332404	GA81666	97.2535	548	622
ERX3291441	GA81666	97.2533	514	567
ERX3435025	GA81666	97.2533	549	601
ERX3332729	GA81666	97.2532	517	559
SRX6602227	GA81666	97.2532	538	587
ERX3434938	GA81666	97.2529	561	614
ERX3332235	GA81666	97.2528	532	572
ERX3435155	GA81666	97.2521	528	586
ERX3433944	GA81666	97.252	555	607
ERX3448859	GA81666	97.2519	534	576
ERX3434936	GA81666	97.2518	561	599
ERX3461983	GA81666	97.2516	540	577
GCF_003425645	GA81666	97.2516	573	636
ERX2260746	GA81666	97.2515	542	592
ERX3332265	GA81666	97.2515	545	582
ERX3332128	GA81666	97.2512	536	583
ERX3434099	GA81666	97.2508	556	600
ERX3435093	GA81666	97.2507	533	566
SRX4551942	GA81666	97.2506	548	570
ERX3461956	GA81666	97.2505	546	600
SRX1530103	GA81666	97.2503	522	564
ERX3332216	GA81666	97.2502	524	562
ERX3434024	GA81666	97.2497	535	572
GCF_000698365	GA81666	97.2497	559	603
ERX2260944	GA81666	97.2494	560	603
ERX2803965	GA81666	97.2493	507	554
ERX2804017	GA81666	97.2493	479	531
ERX3332492	GA81666	97.2492	543	610
ERX3434707	GA81666	97.2491	550	608
ERX3435646	GA81666	97.2491	534	575
ERX3529835	GA81666	97.249	558	595
ERX2804021	GA81666	97.2484	503	535
ERX3448919	GA81666	97.2482	553	609
ERX3434955	GA81666	97.2477	553	598
ERX3332253	GA81666	97.2475	533	570
ERX3462059	GA81666	97.2473	538	578
ERX3462245	GA81666	97.2473	551	608
ERX3434978	GA81666	97.247	559	609
SRX4551934	GA81666	97.2467	559	580
ERX3434500	GA81666	97.2463	526	573
SRX4551978	GA81666	97.2463	545	585
ERX3529862	GA81666	97.2459	567	619
ERX4159220	GA81666	97.2459	557	617
ERX2260694	GA81666	97.2458	555	605
ERX3332335	GA81666	97.2458	551	619
ERX3434443	GA81666	97.2457	560	612
ERX3435028	GA81666	97.2453	542	584
ERX3448807	GA81666	97.2452	560	609
ERX2804043	GA81666	97.2451	539	579
ERX3291543	GA81666	97.2451	502	546
ERX3332157	GA81666	97.245	534	572
SRX6601688	GA81666	97.2449	551	605
ERX3332588	GA81666	97.2445	536	601
ERX2579125	GA81666	97.2437	543	579
ERX3332381	GA81666	97.2435	526	565
ERX3332538	GA81666	97.2434	534	578
ERX101259	GA81666	97.2426	553	590
ERX3434113	GA81666	97.2425	536	575
ERX3434374	GA81666	97.2423	563	595
ERX3434934	GA81666	97.2422	563	617
ERX3914418	GA81666	97.2422	551	590
ERX3332022	GA81666	97.2418	538	578
ERX3435510	GA81666	97.2418	530	581
ERX2260758	GA81666	97.2417	545	606
SRX6601670	GA81666	97.2416	564	619
SRX9274441	GA81666	97.2416	411	434
ERX3434826	GA81666	97.2415	560	616
ERX2804045	GA81666	97.2414	530	589
ERX3332026	GA81666	97.2412	521	555
SRX6602257	GA81666	97.2411	560	606
ERX3448743	GA81666	97.2408	553	607
ERX3332462	GA81666	97.2407	543	608
ERX3448783	GA81666	97.2407	561	589
ERX3434964	GA81666	97.2406	556	597
ERX3291090	GA81666	97.2405	544	600
ERX3435202	GA81666	97.2405	523	582
ERX3434740	GA81666	97.2404	535	570
ERX3332248	GA81666	97.24	523	577
ERX3435820	GA81666	97.24	550	605
ERX2260822	GA81666	97.2398	541	586
ERX3332824	GA81666	97.2398	501	539
ERX2260823	GA81666	97.2392	536	573
ERX3461967	GA81666	97.2391	555	608
ERX3332504	GA81666	97.2389	540	582
SRX6602250	GA81666	97.2389	562	608
ERX2260874	GA81666	97.2388	545	580
SRX6601771	GA81666	97.2388	549	617
ERX3434111	GA81666	97.2384	545	606
ERX3291178	GA81666	97.2382	515	555
ERX2260841	GA81666	97.2381	551	595
ERX3529801	GA81666	97.2381	535	580
ERX3291484	GA81666	97.2378	508	544
ERX3332794	GA81666	97.2378	519	562
ERX3462096	GA81666	97.2378	548	611
ERX2579070	GA81666	97.2377	558	598
ERX3332791	GA81666	97.2375	470	503
GA87475	GA81666	97.2375	550	594
ERX3332452	GA81666	97.2372	552	622
ERX3435036	GA81666	97.2371	563	616
ERX3332624	GA81666	97.2366	515	548
GA52964	GA81666	97.2363	528	582
ERX3291309	GA81666	97.2362	537	588
ERX3435526	GA81666	97.2362	522	582
ERX3434037	GA81666	97.2361	517	556
ERX2803954	GA81666	97.2357	558	623
ERX4159201	GA81666	97.235	554	597
ERX3332009	GA81666	97.2349	540	580
SRX4551999	GA81666	97.2349	546	583
ERX3332796	GA81666	97.2348	520	561
ERX3332090	GA81666	97.2347	530	570
ERX3435718	GA81666	97.2345	542	583
ERX3291153	GA81666	97.2344	523	567
ERX3332239	GA81666	97.2344	542	579
ERX3332257	GA81666	97.2337	542	581
ERX3434425	GA81666	97.2336	539	606
ERX3529830	GA81666	97.2336	550	591
ERX3434273	GA81666	97.2335	564	626
ERX3435017	GA81666	97.2333	556	598
ERX3433986	GA81666	97.2332	567	628
SRX6601832	GA81666	97.2331	568	622
ERX3332084	GA81666	97.233	533	602
ERX3332528	GA81666	97.2327	508	545
ERX3434918	GA81666	97.2327	549	607
ERX3332716	GA81666	97.2324	529	582
ERX3332227	GA81666	97.2323	535	571
ERX3602193	GA81666	97.2323	549	593
ERX3291165	GA81666	97.2321	470	508
SRX4551906	GA81666	97.232	539	577
ERX2260860	GA81666	97.2319	552	610
ERX3434544	GA81666	97.2319	538	578
SRX6601940	GA81666	97.2319	561	609
GA79308	GA81666	97.2318	567	615
SRX4551976	GA81666	97.2317	548	584
ERX2260795	GA81666	97.2313	544	595
SRX6601624	GA81666	97.2313	551	600
GA67633	GA81666	97.2311	557	635
ERX3332443	GA81666	97.2309	517	555
ERX3435150	GA81666	97.2309	553	586
SRX6601693	GA81666	97.2306	561	607
ERX3332458	GA81666	97.2305	539	582
SRX7573928	GA81666	97.2305	534	576
ERX101240	GA81666	97.2303	542	595
ERX2803991	GA81666	97.2303	532	571
ERX2260798	GA81666	97.2299	545	604
ERX3435535	GA81666	97.2298	530	582
ERX3332548	GA81666	97.2297	543	582
ERX3914288	GA81666	97.2297	537	577
ERX2579076	GA81666	97.2293	564	622
ERX3434928	GA81666	97.229	540	579
ERX3291307	GA81666	97.2288	537	592
ERX3434446	GA81666	97.2288	535	568
ERX2260839	GA81666	97.2287	537	594
ERX3970872	GA81666	97.2286	535	577
ERX3332326	GA81666	97.2285	528	565
ERX3291177	GA81666	97.2284	540	580
ERX101225	GA81666	97.2283	536	591
GA67737	GA81666	97.2283	565	631
ERX3332079	GA81666	97.2282	539	589
ERX3461971	GA81666	97.2281	538	582
SRX6601736	GA81666	97.2281	551	606
ERX2260745	GA81666	97.228	527	589
ERX3332347	GA81666	97.2277	551	619
ERX3332425	GA81666	97.2277	555	621
ERX3332252	GA81666	97.2276	516	550
ERX3332007	GA81666	97.2275	532	565
GA60745	GA81666	97.2274	556	622
ERX3332313	GA81666	97.2273	531	577
ERX3529782	GA81666	97.2273	549	598
ERX3332445	GA81666	97.2272	540	577
ERX3435803	GA81666	97.2272	524	579
ERX3462110	GA81666	97.227	556	597
ERX3435461	GA81666	97.2268	526	579
SRX6602209	GA81666	97.2268	559	625
ERX3332375	GA81666	97.2262	532	566
ERX3435104	GA81666	97.2262	551	595
ERX3914388	GA81666	97.2262	531	580
ERX3291085	GA81666	97.2257	548	606
SRX4551951	GA81666	97.2255	542	594
ERX3332231	GA81666	97.2252	544	584
ERX3529860	GA81666	97.2251	558	613
ERX2804057	GA81666	97.225	545	608
ERX3332111	GA81666	97.225	545	583
ERX3914133	GA81666	97.2245	540	578
ERX2803979	GA81666	97.2244	537	599
ERX3291452	GA81666	97.2243	543	587
ERX3332108	GA81666	97.2243	539	594
SRX6601963	GA81666	97.2243	555	628
ERX3332647	GA81666	97.2241	516	560
ERX3448872	GA81666	97.2241	524	559
ERX101285	GA81666	97.2239	544	603
ERX3435040	GA81666	97.2239	552	619
ERX3332278	GA81666	97.2237	536	594
ERX3291578	GA81666	97.2236	488	518
ERX3332171	GA81666	97.2235	533	575
ERX3435180	GA81666	97.2235	562	616
SRX6602215	GA81666	97.2235	541	587
ERX3291443	GA81666	97.2234	544	589
SRX6602196	GA81666	97.2231	554	608
ERX2579083	GA81666	97.2228	543	593
ERX3332277	GA81666	97.2228	512	550
ERX3435106	GA81666	97.2228	557	611
ERX3435633	GA81666	97.2227	554	605
ERX3291577	GA81666	97.2224	473	504
ERX2260877	GA81666	97.2221	547	589
ERX3435136	GA81666	97.2221	537	575
ERX2803950	GA81666	97.2219	561	609
SRX4551907	GA81666	97.2219	543	583
ERX3332384	GA81666	97.2218	530	569
ERX3602241	GA81666	97.2217	564	618
ERX3332174	GA81666	97.2216	539	582
