gene_family	percent_all	percent_c1	percent_c2	percent_neither	info	product	c1_samples	c2_camples	neither_samples	clusters
g01787	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01529,GA60748_00025,GA67073_01229,GA71389_01416,GA71621_01341,GA71663_01340,GA74349_01319,GA76006_01221,GA78869_01434,GA81665_00025,GA81666_00025,GA83348_00025,GA83349_00987,GA83431_01054,GA83447_00929,GA83571_00025,GA83705_00025,GA83706_01645,GA83842A_01024,GA83842B_00025,GA83882_01018,GA87003_00025,GA87176_00025,GA87262_00025,GA87363_00979,GA87424_01218,GA87620_01052,GA87639_01049,GA87697_00026,GA91113_01033,GA91241_00918,GA91506_01053,GA95071_01675
g01770	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01528,GA60748_00024,GA67073_01230,GA71389_01415,GA71621_01340,GA71663_01339,GA74349_01318,GA76006_01220,GA78869_01433,GA81665_00024,GA81666_00024,GA83348_00024,GA83349_00986,GA83431_01053,GA83447_00928,GA83571_00024,GA83705_00024,GA83706_01644,GA83842A_01023,GA83842B_00024,GA83882_01017,GA87003_00024,GA87176_00024,GA87262_00024,GA87363_00978,GA87424_01217,GA87620_01051,GA87639_01048,GA87697_00025,GA91113_01032,GA91241_00917,GA91506_01052,GA95071_01674
g01911	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01527,GA60748_00023,GA67073_01231,GA71389_01414,GA71621_01339,GA71663_01338,GA74349_01317,GA76006_01219,GA78869_01432,GA81665_00023,GA81666_00023,GA83348_00023,GA83349_00985,GA83431_01052,GA83447_00927,GA83571_00023,GA83705_00023,GA83706_01643,GA83842A_01022,GA83842B_00023,GA83882_01016,GA87003_00023,GA87176_00023,GA87262_00023,GA87363_00977,GA87424_01216,GA87620_01050,GA87639_01047,GA87697_00024,GA91113_01031,GA91241_00916,GA91506_01051,GA95071_01673
g01618	67.35	96.15	34.78	0	both	tape measure protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01526,GA60748_00022,GA67073_01232,GA71389_01413,GA71621_01338,GA71663_01337,GA74349_01316,GA76006_01218,GA78869_01431,GA81665_00022,GA81666_00022,GA83348_00022,GA83349_00984,GA83431_01051,GA83447_00926,GA83571_00022,GA83705_00022,GA83706_01642,GA83842A_01021,GA83842B_00022,GA83882_01015,GA87003_00022,GA87176_00022,GA87262_00022,GA87363_00976,GA87424_01215,GA87620_01049,GA87639_01046,GA87697_00023,GA91113_01030,GA91241_00915,GA91506_01050,GA95071_01672
g01747	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01525,GA60748_00021,GA67073_01233,GA71389_01412,GA71621_01337,GA71663_01336,GA74349_01315,GA76006_01217,GA78869_01430,GA81665_00021,GA81666_00021,GA83348_00021,GA83349_00983,GA83431_01050,GA83447_00925,GA83571_00021,GA83705_00021,GA83706_01641,GA83842A_01020,GA83842B_00021,GA83882_01014,GA87003_00021,GA87176_00021,GA87262_00021,GA87363_00975,GA87424_01214,GA87620_01048,GA87639_01045,GA87697_00022,GA91113_01029,GA91241_00914,GA91506_01049,GA95071_01671
g01828	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01524,GA60748_00020,GA67073_01234,GA71389_01411,GA71621_01336,GA71663_01335,GA74349_01314,GA76006_01216,GA78869_01429,GA81665_00020,GA81666_00020,GA83348_00020,GA83349_00982,GA83431_01049,GA83447_00924,GA83571_00020,GA83705_00020,GA83706_01640,GA83842A_01019,GA83842B_00020,GA83882_01013,GA87003_00020,GA87176_00020,GA87262_00020,GA87363_00974,GA87424_01213,GA87620_01047,GA87639_01044,GA87697_00021,GA91113_01028,GA91241_00913,GA91506_01048,GA95071_01670
g01685	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01523,GA60748_00019,GA67073_01235,GA71389_01410,GA71621_01335,GA71663_01334,GA74349_01313,GA76006_01215,GA78869_01428,GA81665_00019,GA81666_00019,GA83348_00019,GA83349_00981,GA83431_01048,GA83447_00923,GA83571_00019,GA83705_00019,GA83706_01639,GA83842A_01018,GA83842B_00019,GA83882_01012,GA87003_00019,GA87176_00019,GA87262_00019,GA87363_00973,GA87424_01212,GA87620_01046,GA87639_01043,GA87697_00020,GA91113_01027,GA91241_00912,GA91506_01047,GA95071_01669
g01728	67.35	96.15	34.78	0	both	phage baseplate protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01522,GA60748_00018,GA67073_01236,GA71389_01409,GA71621_01334,GA71663_01333,GA74349_01312,GA76006_01214,GA78869_01427,GA81665_00018,GA81666_00018,GA83348_00018,GA83349_00980,GA83431_01047,GA83447_00922,GA83571_00018,GA83705_00018,GA83706_01638,GA83842A_01017,GA83842B_00018,GA83882_01011,GA87003_00018,GA87176_00018,GA87262_00018,GA87363_00972,GA87424_01211,GA87620_01045,GA87639_01042,GA87697_00019,GA91113_01026,GA91241_00911,GA91506_01046,GA95071_01668
g01805	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01521,GA60748_00017,GA67073_01237,GA71389_01408,GA71621_01333,GA71663_01332,GA74349_01311,GA76006_01213,GA78869_01426,GA81665_00017,GA81666_00017,GA83348_00017,GA83349_00979,GA83431_01046,GA83447_00921,GA83571_00017,GA83705_00017,GA83706_01637,GA83842A_01016,GA83842B_00017,GA83882_01010,GA87003_00017,GA87176_00017,GA87262_00017,GA87363_00971,GA87424_01210,GA87620_01044,GA87639_01041,GA87697_00018,GA91113_01025,GA91241_00910,GA91506_01045,GA95071_01667
g01648	67.35	96.15	34.78	0	both	baseplate J/gp47 family protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01520,GA60748_00016,GA67073_01238,GA71389_01407,GA71621_01332,GA71663_01331,GA74349_01310,GA76006_01212,GA78869_01425,GA81665_00016,GA81666_00016,GA83348_00016,GA83349_00978,GA83431_01045,GA83447_00920,GA83571_00016,GA83705_00016,GA83706_01636,GA83842A_01015,GA83842B_00016,GA83882_01009,GA87003_00016,GA87176_00016,GA87262_00016,GA87363_00970,GA87424_01209,GA87620_01043,GA87639_01040,GA87697_00017,GA91113_01024,GA91241_00909,GA91506_01044,GA95071_01666
g01742	67.35	96.15	34.78	0	both	hypothetical protein(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01519,GA60748_00015,GA67073_01239,GA71389_01406,GA71621_01331,GA71663_01330,GA74349_01309,GA76006_01211,GA78869_01424,GA81665_00015,GA81666_00015,GA83348_00015,GA83349_00977,GA83431_01044,GA83447_00919,GA83571_00015,GA83705_00015,GA83706_01635,GA83842A_01014,GA83842B_00015,GA83882_01008,GA87003_00015,GA87176_00015,GA87262_00015,GA87363_00969,GA87424_01208,GA87620_01042,GA87639_01039,GA87697_00016,GA91113_01023,GA91241_00908,GA91506_01043,GA95071_01665
g01500	67.35	96.15	34.78	0	both	adenine methyltransferase(33)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_01554,GA60748_00053,GA67073_01204,GA71389_01441,GA71621_01366,GA71663_01365,GA74349_01344,GA76006_01246,GA78869_01460,GA81665_00053,GA81666_00053,GA83348_00053,GA83349_01015,GA83431_01082,GA83447_00957,GA83571_00053,GA83705_00053,GA83706_01673,GA83842A_01052,GA83842B_00053,GA83882_01046,GA87003_00053,GA87176_00053,GA87262_00053,GA87363_01007,GA87424_01246,GA87620_01080,GA87639_01077,GA87697_00054,GA91113_01061,GA91241_00946,GA91506_01081,GA95071_01703
g01415_1	67.35	96.15	34.78	0	both	recombinase(34)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78869		GA54827_00004,GA60748_00070,GA67073_00004,GA71389_00004,GA71621_00005,GA71663_00004,GA74349_00004,GA76006_00853,GA78869_00004,GA81665_00070,GA81666_00070,GA83348_00070,GA83349_01032,GA83431_01099,GA83447_00974,GA83571_00070,GA83705_00070,GA83706_01937,GA83842A_01069,GA83842B_00070,GA83882_01063,GA87003_00070,GA87176_00070,GA87262_00070,GA87363_01024,GA87424_01263,GA87620_01097,GA87639_01094,GA87697_00071,GA91113_01078,GA91241_00963,GA91506_01098,GA95071_01797;GA95071_01813
g01889	63.27	53.85	73.91	0	both	heavy-metal-associated domain-containing protein(51)	GA60748,GA81665,GA83348,GA83349,GA83447,GA83571,GA83705,GA83706,GA83842B,GA83882,GA87003,GA87176,GA87363,GA91113	GA67073,GA71389,GA71621,GA71663,GA74349,GA78317,GA78869,GA79872,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87875		GA60748_01036;GA60748_01037;GA60748_01038,GA67073_01636,GA71389_01634,GA71621_01559,GA71663_01559,GA74349_01538,GA78317_01559,GA78869_01746,GA79872_01468,GA81566_00584;GA81566_00585;GA81566_01621,GA81665_00984,GA83348_01568,GA83349_00682,GA83357_01484,GA83447_00648,GA83571_00986;GA83571_00987;GA83571_00988,GA83705_00984,GA83706_01753,GA83841_00850;GA83841_00851,GA83842B_00954,GA83874_01007;GA83874_01389,GA83882_00711;GA83882_00712,GA87003_00954,GA87176_00654;GA87176_00655;GA87176_00656,GA87363_00671;GA87363_00672;GA87363_00673,GA87364_00842;GA87364_01574,GA87536_01036;GA87536_01037,GA87640_00823,GA87672_01272;GA87672_01273;GA87672_01274;GA87672_01275,GA87875_01632,GA91113_00415;GA91113_00416;GA91113_00417
g01801	61.22	96.15	21.74	0	both	hypothetical protein(30)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA67073,GA71389,GA71663,GA74349,GA76006		GA60748_00047,GA67073_00966,GA71389_00965,GA71663_01642,GA74349_01621,GA76006_01634,GA81665_00047,GA81666_00047,GA83348_00047,GA83349_01009,GA83431_01076,GA83447_00951,GA83571_00047,GA83705_00047,GA83706_01667,GA83842A_01046,GA83842B_00047,GA83882_01040,GA87003_00047,GA87176_00047,GA87262_00047,GA87363_01001,GA87424_01240,GA87620_01074,GA87639_01071,GA87697_00048,GA91113_01055,GA91241_00940,GA91506_01075,GA95071_01697
g01368_1	61.22	96.15	21.74	0	both	type I restriction endonuclease subunit R(30)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA67073,GA71389,GA71663,GA74349,GA76006		GA60748_00046,GA67073_00965,GA71389_00964,GA71663_01641,GA74349_01620,GA76006_01633,GA81665_00046,GA81666_00046,GA83348_00046,GA83349_01008,GA83431_01075,GA83447_00950,GA83571_00046,GA83705_00046,GA83706_01666,GA83842A_01045,GA83842B_00046,GA83882_01039,GA87003_00046,GA87176_00046,GA87262_00046,GA87363_01000,GA87424_01239,GA87620_01073,GA87639_01070,GA87697_00047,GA91113_01054,GA91241_00939,GA91506_01074,GA95071_01696
g01205_3	61.22	96.15	21.74	0	both	hypothetical protein(30)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA67073,GA71389,GA71663,GA74349,GA76006		GA60748_00045,GA67073_00964,GA71389_00963,GA71663_01640,GA74349_01619,GA76006_01632,GA81665_00045,GA81666_00045,GA83348_00045,GA83349_01007,GA83431_01074,GA83447_00949,GA83571_00045,GA83705_00045,GA83706_01665,GA83842A_01044,GA83842B_00045,GA83882_01038,GA87003_00045,GA87176_00045,GA87262_00045,GA87363_00999,GA87424_01238,GA87620_01072,GA87639_01069,GA87697_00046,GA91113_01053,GA91241_00938,GA91506_01073,GA95071_01695
g01903	61.22	96.15	21.74	0	both	hypothetical protein(30)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA67073,GA71389,GA71663,GA74349,GA76006		GA60748_00044,GA67073_00963,GA71389_00962,GA71663_01639,GA74349_01618,GA76006_01631,GA81665_00044,GA81666_00044,GA83348_00044,GA83349_01006,GA83431_01073,GA83447_00948,GA83571_00044,GA83705_00044,GA83706_01664,GA83842A_01043,GA83842B_00044,GA83882_01037,GA87003_00044,GA87176_00044,GA87262_00044,GA87363_00998,GA87424_01237,GA87620_01071,GA87639_01068,GA87697_00045,GA91113_01052,GA91241_00937,GA91506_01072,GA95071_01694
g01776	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00956,GA67073_00959,GA71389_00958,GA71621_01688,GA71663_01635,GA74349_01614,GA76006_01627,GA78317_00407,GA78869_00959,GA79872_01589,GA81213_01585,GA81566_01407,GA83357_01560,GA83469_00925,GA83706_00845,GA83841_01596,GA83874_01570,GA87364_01650,GA87536_00215,GA87640_01540,GA87672_00407,GA87801_00406,GA87875_01199,GA91534_01582,GA91536_01551,GA95071_01566
g01622	53.06	11.54	100.00	0	both	phage terminase large subunit family protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00955,GA67073_00958,GA71389_00957,GA71621_01687,GA71663_01634,GA74349_01613,GA76006_01626,GA78317_00406,GA78869_00958,GA79872_01588,GA81213_01584,GA81566_01406,GA83357_01559,GA83469_00924,GA83706_00844,GA83841_01595,GA83874_01569,GA87364_01649,GA87536_00214,GA87640_01539,GA87672_00406,GA87801_00405,GA87875_01198,GA91534_01581,GA91536_01550,GA95071_01567
g01641	53.06	11.54	100.00	0	both	phage portal protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00954,GA67073_00957,GA71389_00956,GA71621_01686,GA71663_01633,GA74349_01612,GA76006_01625,GA78317_00405,GA78869_00957,GA79872_01587,GA81213_01583,GA81566_01405,GA83357_01558,GA83469_00923,GA83706_00842,GA83841_01594,GA83874_01568,GA87364_01648,GA87536_00213,GA87640_01538,GA87672_00405,GA87801_00404,GA87875_01197,GA91534_01580,GA91536_01549,GA95071_01569
g01624	53.06	11.54	100.00	0	both	ATP-dependent Clp protease proteolytic subunit(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00953,GA67073_00956,GA71389_00955,GA71621_01685,GA71663_01632,GA74349_01611,GA76006_01624,GA78317_00404,GA78869_00956,GA79872_01586,GA81213_01582,GA81566_01404,GA83357_01557,GA83469_00922,GA83706_00841,GA83841_01593,GA83874_01567,GA87364_01647,GA87536_00212,GA87640_01537,GA87672_00404,GA87801_00403,GA87875_01196,GA91534_01579,GA91536_01548,GA95071_01570
g01824	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00952,GA67073_00955,GA71389_00954,GA71621_01684,GA71663_01631,GA74349_01610,GA76006_01623,GA78317_00403,GA78869_00955,GA79872_01585,GA81213_01581,GA81566_01403,GA83357_01556,GA83469_00921,GA83706_00840,GA83841_01592,GA83874_01566,GA87364_01646,GA87536_00211,GA87640_01536,GA87672_00403,GA87801_00402,GA87875_01195,GA91534_01578,GA91536_01547,GA95071_01571
g01830	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00951,GA67073_00954,GA71389_00953,GA71621_01683,GA71663_01630,GA74349_01609,GA76006_01622,GA78317_00402,GA78869_00954,GA79872_01584,GA81213_01580,GA81566_01402,GA83357_01555,GA83469_00920,GA83706_00839,GA83841_01591,GA83874_01565,GA87364_01645,GA87536_00210,GA87640_01535,GA87672_00402,GA87801_00401,GA87875_01194,GA91534_01577,GA91536_01546,GA95071_01572
g01754	53.06	11.54	100.00	0	both	tail protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00950,GA67073_00953,GA71389_00952,GA71621_01682,GA71663_01629,GA74349_01608,GA76006_01621,GA78317_00401,GA78869_00953,GA79872_01583,GA81213_01579,GA81566_01401,GA83357_01554,GA83469_00919,GA83706_00838,GA83841_01590,GA83874_01564,GA87364_01644,GA87536_00209,GA87640_01534,GA87672_00401,GA87801_00400,GA87875_01193,GA91534_01576,GA91536_01545,GA95071_01573
g01792	53.06	11.54	100.00	0	both	phage tail protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00949,GA67073_00952,GA71389_00951,GA71621_01681,GA71663_01628,GA74349_01607,GA76006_01620,GA78317_00400,GA78869_00952,GA79872_01582,GA81213_01578,GA81566_01400,GA83357_01553,GA83469_00918,GA83706_00837,GA83841_01589,GA83874_01563,GA87364_01643,GA87536_00208,GA87640_01533,GA87672_00400,GA87801_00399,GA87875_01192,GA91534_01575,GA91536_01544,GA95071_01574
g01480	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00948,GA67073_00951,GA71389_00950,GA71621_01680,GA71663_01627,GA74349_01606,GA76006_01619,GA78317_00399,GA78869_00951,GA79872_01581,GA81213_01577,GA81566_01399,GA83357_01552,GA83469_00917,GA83706_00836,GA83841_01588,GA83874_01562,GA87364_01642,GA87536_00207,GA87640_01532,GA87672_00399,GA87801_00398,GA87875_01191,GA91534_01574,GA91536_01543,GA95071_01575
g01283	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00946,GA67073_00949,GA71389_00948,GA71621_01678,GA71663_01625,GA74349_01604,GA76006_01617,GA78317_00398,GA78869_00949,GA79872_01580,GA81213_01576,GA81566_01398,GA83357_01551,GA83469_00915,GA83706_00834,GA83841_01586,GA83874_01561,GA87364_01641,GA87536_00206,GA87640_01531,GA87672_00398,GA87801_00397,GA87875_01190,GA91534_01573,GA91536_01542,GA95071_01577
g01877	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00945,GA67073_00948,GA71389_00947,GA71621_01677,GA71663_01624,GA74349_01603,GA76006_01616,GA78317_00397,GA78869_00948,GA79872_01579,GA81213_01575,GA81566_01397,GA83357_01550,GA83469_00914,GA83706_00833,GA83841_01585,GA83874_01560,GA87364_01640,GA87536_00205,GA87640_01530,GA87672_00397,GA87801_00396,GA87875_01189,GA91534_01572,GA91536_01541,GA95071_01578
g01799	53.06	11.54	100.00	0	both	diaminopimelate decarboxylase(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00944,GA67073_00947,GA71389_00946,GA71621_01676,GA71663_01623,GA74349_01602,GA76006_01615,GA78317_00396,GA78869_00947,GA79872_01578,GA81213_01574,GA81566_01396,GA83357_01549,GA83469_00913,GA83706_00832,GA83841_01584,GA83874_01559,GA87364_01639,GA87536_00204,GA87640_01529,GA87672_00396,GA87801_00395,GA87875_01188,GA91534_01571,GA91536_01540,GA95071_01579
g01838	53.06	11.54	100.00	0	both	XRE family transcriptional regulator(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00943,GA67073_00946,GA71389_00945,GA71621_01675,GA71663_01622,GA74349_01601,GA76006_01614,GA78317_00395,GA78869_00946,GA79872_01577,GA81213_01573,GA81566_01395,GA83357_01548,GA83469_00912,GA83706_00831,GA83841_01583,GA83874_01558,GA87364_01638,GA87536_00203,GA87640_01528,GA87672_00395,GA87801_00394,GA87875_01187,GA91534_01570,GA91536_01539,GA95071_01580
g01862	53.06	11.54	100.00	0	both	hypothetical protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00942,GA67073_00945,GA71389_00944,GA71621_01674,GA71663_01621,GA74349_01600,GA76006_01613,GA78317_00394,GA78869_00945,GA79872_01576,GA81213_01572,GA81566_01394,GA83357_01547,GA83469_00911,GA83706_00830,GA83841_01582,GA83874_01557,GA87364_01637,GA87536_00202,GA87640_01527,GA87672_00394,GA87801_00393,GA87875_01186,GA91534_01569,GA91536_01538,GA95071_01581
g01292	53.06	11.54	100.00	0	both	tape measure protein(26)	GA83469,GA83706,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00941,GA67073_00944,GA71389_00943,GA71621_01673,GA71663_01620,GA74349_01599,GA76006_01612,GA78317_00393,GA78869_00944,GA79872_01575,GA81213_01571,GA81566_01393,GA83357_01546,GA83469_00910,GA83706_00829,GA83841_01581,GA83874_01556,GA87364_01636,GA87536_00201,GA87640_01526,GA87672_00393,GA87801_00392,GA87875_01185,GA91534_01568,GA91536_01537,GA95071_01582
