gene_family	percent_all	percent_c1	percent_c2	percent_neither	info	product	c1_samples	c2_camples	neither_samples	clusters
g00935	100.00	100.00	100.00	0	both	phosphopyruvate hydratase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00358,GA60748_00425,GA67073_00359,GA71389_00359,GA71621_00359,GA71663_00358,GA74349_00359,GA76006_00210,GA78317_00785,GA78869_00359,GA79872_00349,GA81213_00208,GA81566_00091,GA81665_00427,GA81666_00427,GA83348_00427,GA83349_00455,GA83357_00351,GA83431_00221,GA83447_00182,GA83469_00216,GA83571_00427,GA83705_00427,GA83706_00570,GA83841_00353,GA83842A_00221,GA83842B_00427,GA83874_00542,GA83882_00221,GA87003_00427,GA87176_00427,GA87262_00427,GA87363_00444,GA87364_00349,GA87424_00221,GA87536_00594,GA87620_00221,GA87639_00220,GA87640_00350,GA87672_00786,GA87697_00428,GA87801_00643,GA87875_00300,GA91113_00811,GA91241_00445,GA91506_00221,GA91534_00211,GA91536_00210,GA95071_00171
g01361	100.00	100.00	100.00	0	both	NAD(P)/FAD-dependent oxidoreductase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00357,GA60748_00424,GA67073_00358,GA71389_00358,GA71621_00358,GA71663_00357,GA74349_00358,GA76006_00209,GA78317_00784,GA78869_00358,GA79872_00348,GA81213_00207,GA81566_00090,GA81665_00426,GA81666_00426,GA83348_00426,GA83349_00454,GA83357_00350,GA83431_00220,GA83447_00181,GA83469_00215,GA83571_00426,GA83705_00426,GA83706_00569,GA83841_00352,GA83842A_00220,GA83842B_00426,GA83874_00541,GA83882_00220,GA87003_00426,GA87176_00426,GA87262_00426,GA87363_00443,GA87364_00348,GA87424_00220,GA87536_00593,GA87620_00220,GA87639_00219,GA87640_00349,GA87672_00785,GA87697_00427,GA87801_00642,GA87875_00299,GA91113_00810,GA91241_00444,GA91506_00220,GA91534_00210,GA91536_00209,GA95071_00170
g01367	100.00	100.00	100.00	0	both	heme lyase NrfEFG subunit NrfF(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00356,GA60748_00423,GA67073_00357,GA71389_00357,GA71621_00357,GA71663_00356,GA74349_00357,GA76006_00208,GA78317_00783,GA78869_00357,GA79872_00347,GA81213_00206,GA81566_00089,GA81665_00425,GA81666_00425,GA83348_00425,GA83349_00453,GA83357_00349,GA83431_00219,GA83447_00180,GA83469_00214,GA83571_00425,GA83705_00425,GA83706_00568,GA83841_00351,GA83842A_00219,GA83842B_00425,GA83874_00540,GA83882_00219,GA87003_00425,GA87176_00425,GA87262_00425,GA87363_00442,GA87364_00347,GA87424_00219,GA87536_00592,GA87620_00219,GA87639_00218,GA87640_00348,GA87672_00784,GA87697_00426,GA87801_00641,GA87875_00298,GA91113_00809,GA91241_00443,GA91506_00219,GA91534_00209,GA91536_00208,GA95071_00169
g00866	100.00	100.00	100.00	0	both	DsbE family thiol:disulfide interchange protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00355,GA60748_00422,GA67073_00356,GA71389_00356,GA71621_00356,GA71663_00355,GA74349_00356,GA76006_00207,GA78317_00782,GA78869_00356,GA79872_00346,GA81213_00205,GA81566_00088,GA81665_00424,GA81666_00424,GA83348_00424,GA83349_00452,GA83357_00348,GA83431_00218,GA83447_00179,GA83469_00213,GA83571_00424,GA83705_00424,GA83706_00567,GA83841_00350,GA83842A_00218,GA83842B_00424,GA83874_00539,GA83882_00218,GA87003_00424,GA87176_00424,GA87262_00424,GA87363_00441,GA87364_00346,GA87424_00218,GA87536_00591,GA87620_00218,GA87639_00217,GA87640_00347,GA87672_00783,GA87697_00425,GA87801_00640,GA87875_00297,GA91113_00808,GA91241_00442,GA91506_00218,GA91534_00208,GA91536_00207,GA95071_00168
g01202	100.00	100.00	100.00	0	both	heme lyase NrfEFG subunit NrfE(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00354,GA60748_00421,GA67073_00355,GA71389_00355,GA71621_00355,GA71663_00354,GA74349_00355,GA76006_00206,GA78317_00781,GA78869_00355,GA79872_00345,GA81213_00204,GA81566_00087,GA81665_00423,GA81666_00423,GA83348_00423,GA83349_00451,GA83357_00347,GA83431_00217,GA83447_00178,GA83469_00212,GA83571_00423,GA83705_00423,GA83706_00566,GA83841_00349,GA83842A_00217,GA83842B_00423,GA83874_00538,GA83882_00217,GA87003_00423,GA87176_00423,GA87262_00423,GA87363_00440,GA87364_00345,GA87424_00217,GA87536_00590,GA87620_00217,GA87639_00216,GA87640_00346,GA87672_00782,GA87697_00424,GA87801_00639,GA87875_00296,GA91113_00807,GA91241_00441,GA91506_00217,GA91534_00207,GA91536_00206,GA95071_00167
g01035	100.00	100.00	100.00	0	both	inositol-1-monophosphatase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00353,GA60748_00420,GA67073_00354,GA71389_00354,GA71621_00354,GA71663_00353,GA74349_00354,GA76006_00205,GA78317_00780,GA78869_00354,GA79872_00344,GA81213_00203,GA81566_00086,GA81665_00422,GA81666_00422,GA83348_00422,GA83349_00450,GA83357_00346,GA83431_00216,GA83447_00177,GA83469_00211,GA83571_00422,GA83705_00422,GA83706_00565,GA83841_00348,GA83842A_00216,GA83842B_00422,GA83874_00537,GA83882_00216,GA87003_00422,GA87176_00422,GA87262_00422,GA87363_00439,GA87364_00344,GA87424_00216,GA87536_00589,GA87620_00216,GA87639_00215,GA87640_00345,GA87672_00781,GA87697_00423,GA87801_00638,GA87875_00295,GA91113_00806,GA91241_00440,GA91506_00216,GA91534_00206,GA91536_00205,GA95071_00166
g01164	100.00	100.00	100.00	0	both	type II secretion system protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00352,GA60748_00419,GA67073_00353,GA71389_00353,GA71621_00353,GA71663_00352,GA74349_00353,GA76006_00204,GA78317_00779,GA78869_00353,GA79872_00343,GA81213_00202,GA81566_00085,GA81665_00421,GA81666_00421,GA83348_00421,GA83349_00449,GA83357_00345,GA83431_00215,GA83447_00176,GA83469_00210,GA83571_00421,GA83705_00421,GA83706_00564,GA83841_00347,GA83842A_00215,GA83842B_00421,GA83874_00536,GA83882_00215,GA87003_00421,GA87176_00421,GA87262_00421,GA87363_00438,GA87364_00343,GA87424_00215,GA87536_00588,GA87620_00215,GA87639_00214,GA87640_00344,GA87672_00780,GA87697_00422,GA87801_00637,GA87875_00294,GA91113_00805,GA91241_00439,GA91506_00215,GA91534_00205,GA91536_00204,GA95071_00165
g01459	100.00	100.00	100.00	0	both	hypothetical protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00351,GA60748_00418,GA67073_00352,GA71389_00352,GA71621_00352,GA71663_00351,GA74349_00352,GA76006_00203,GA78317_00778,GA78869_00352,GA79872_00342,GA81213_00201,GA81566_00084,GA81665_00420,GA81666_00420,GA83348_00420,GA83349_00448,GA83357_00344,GA83431_00214,GA83447_00175,GA83469_00209,GA83571_00420,GA83705_00420,GA83706_00563,GA83841_00346,GA83842A_00214,GA83842B_00420,GA83874_00535,GA83882_00214,GA87003_00420,GA87176_00420,GA87262_00420,GA87363_00437,GA87364_00342,GA87424_00214,GA87536_00587,GA87620_00214,GA87639_00213,GA87640_00343,GA87672_00779,GA87697_00421,GA87801_00636,GA87875_00293,GA91113_00804,GA91241_00438,GA91506_00214,GA91534_00204,GA91536_00203,GA95071_00164
g01269	100.00	100.00	100.00	0	both	hypothetical protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00350,GA60748_00417,GA67073_00351,GA71389_00351,GA71621_00351,GA71663_00350,GA74349_00351,GA76006_00202,GA78317_00777,GA78869_00351,GA79872_00341,GA81213_00200,GA81566_00083,GA81665_00419,GA81666_00419,GA83348_00419,GA83349_00447,GA83357_00343,GA83431_00213,GA83447_00174,GA83469_00208,GA83571_00419,GA83705_00419,GA83706_00562,GA83841_00345,GA83842A_00213,GA83842B_00419,GA83874_00534,GA83882_00213,GA87003_00419,GA87176_00419,GA87262_00419,GA87363_00436,GA87364_00341,GA87424_00213,GA87536_00586,GA87620_00213,GA87639_00212,GA87640_00342,GA87672_00778,GA87697_00420,GA87801_00635,GA87875_00292,GA91113_00803,GA91241_00437,GA91506_00213,GA91534_00203,GA91536_00202,GA95071_00163
g01286	100.00	100.00	100.00	0	both	hypothetical protein(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00349,GA60748_00416,GA67073_00350,GA71389_00350,GA71621_00350,GA71663_00349,GA74349_00350,GA76006_00201,GA78317_00776,GA78869_00350,GA79872_00340,GA81213_00199,GA81566_00082,GA81665_00418,GA81666_00418,GA83348_00418,GA83349_00446,GA83357_00342,GA83431_00212,GA83447_00173,GA83469_00207,GA83571_00418,GA83705_00418,GA83706_00561,GA83841_00344,GA83842A_00212,GA83842B_00418,GA83874_00533,GA83882_00212,GA87003_00418,GA87176_00418,GA87262_00418,GA87363_00435,GA87364_00340,GA87424_00212,GA87536_00585,GA87620_00212,GA87639_00211,GA87640_00341,GA87672_00777,GA87697_00419,GA87801_00634,GA87875_00291,GA91113_00802,GA91241_00436,GA91506_00212,GA91534_00202,GA91536_00201,GA95071_00162
g01293	100.00	100.00	100.00	0	both	exodeoxyribonuclease V subunit gamma(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00348,GA60748_00415,GA67073_00349,GA71389_00349,GA71621_00349,GA71663_00348,GA74349_00349,GA76006_00200,GA78317_00775,GA78869_00349,GA79872_00339,GA81213_00198,GA81566_00081,GA81665_00417,GA81666_00417,GA83348_00417,GA83349_00445,GA83357_00341,GA83431_00211,GA83447_00172,GA83469_00206,GA83571_00417,GA83705_00417,GA83706_00560,GA83841_00343,GA83842A_00211,GA83842B_00417,GA83874_00532,GA83882_00211,GA87003_00417,GA87176_00417,GA87262_00417,GA87363_00434,GA87364_00339,GA87424_00211,GA87536_00584,GA87620_00211,GA87639_00210,GA87640_00340,GA87672_00776,GA87697_00418,GA87801_00633,GA87875_00290,GA91113_00801,GA91241_00435,GA91506_00211,GA91534_00201,GA91536_00200,GA95071_00161
g00256	100.00	100.00	100.00	0	both	transcriptional regulator NrdR(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00347,GA60748_00414,GA67073_00348,GA71389_00348,GA71621_00348,GA71663_00347,GA74349_00348,GA76006_00199,GA78317_00774,GA78869_00348,GA79872_00338,GA81213_00197,GA81566_00080,GA81665_00416,GA81666_00416,GA83348_00416,GA83349_00444,GA83357_00340,GA83431_00210,GA83447_00171,GA83469_00205,GA83571_00416,GA83705_00416,GA83706_00559,GA83841_00342,GA83842A_00210,GA83842B_00416,GA83874_00531,GA83882_00210,GA87003_00416,GA87176_00416,GA87262_00416,GA87363_00433,GA87364_00338,GA87424_00210,GA87536_00583,GA87620_00210,GA87639_00209,GA87640_00339,GA87672_00775,GA87697_00417,GA87801_00632,GA87875_00289,GA91113_00800,GA91241_00434,GA91506_00210,GA91534_00200,GA91536_00199,GA95071_00160
g01376	100.00	100.00	100.00	0	both	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00346,GA60748_00413,GA67073_00347,GA71389_00347,GA71621_00347,GA71663_00346,GA74349_00347,GA76006_00198,GA78317_00773,GA78869_00347,GA79872_00337,GA81213_00196,GA81566_00079,GA81665_00415,GA81666_00415,GA83348_00415,GA83349_00443,GA83357_00339,GA83431_00209,GA83447_00170,GA83469_00204,GA83571_00415,GA83705_00415,GA83706_00558,GA83841_00341,GA83842A_00209,GA83842B_00415,GA83874_00530,GA83882_00209,GA87003_00415,GA87176_00415,GA87262_00415,GA87363_00432,GA87364_00337,GA87424_00209,GA87536_00582,GA87620_00209,GA87639_00208,GA87640_00338,GA87672_00774,GA87697_00416,GA87801_00631,GA87875_00288,GA91113_00799,GA91241_00433,GA91506_00209,GA91534_00199,GA91536_00198,GA95071_00159
g01065	100.00	100.00	100.00	0	both	outer membrane-stress sensor serine endopeptidase DegS(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00345,GA60748_00412,GA67073_00346,GA71389_00346,GA71621_00346,GA71663_00345,GA74349_00346,GA76006_00197,GA78317_00772,GA78869_00346,GA79872_00336,GA81213_00195,GA81566_00078,GA81665_00414,GA81666_00414,GA83348_00414,GA83349_00442,GA83357_00338,GA83431_00208,GA83447_00169,GA83469_00203,GA83571_00414,GA83705_00414,GA83706_00557,GA83841_00340,GA83842A_00208,GA83842B_00414,GA83874_00529,GA83882_00208,GA87003_00414,GA87176_00414,GA87262_00414,GA87363_00431,GA87364_00336,GA87424_00208,GA87536_00581,GA87620_00208,GA87639_00207,GA87640_00337,GA87672_00773,GA87697_00415,GA87801_00630,GA87875_00287,GA91113_00798,GA91241_00432,GA91506_00208,GA91534_00198,GA91536_00197,GA95071_00158
g01045	100.00	100.00	100.00	0	both	DNA-formamidopyrimidine glycosylase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00344,GA60748_00411,GA67073_00345,GA71389_00345,GA71621_00345,GA71663_00344,GA74349_00345,GA76006_00196,GA78317_00771,GA78869_00345,GA79872_00335,GA81213_00194,GA81566_00077,GA81665_00413,GA81666_00413,GA83348_00413,GA83349_00441,GA83357_00337,GA83431_00207,GA83447_00168,GA83469_00202,GA83571_00413,GA83705_00413,GA83706_00556,GA83841_00339,GA83842A_00207,GA83842B_00413,GA83874_00528,GA83882_00207,GA87003_00413,GA87176_00413,GA87262_00413,GA87363_00430,GA87364_00335,GA87424_00207,GA87536_00580,GA87620_00207,GA87639_00206,GA87640_00336,GA87672_00772,GA87697_00414,GA87801_00629,GA87875_00286,GA91113_00797,GA91241_00431,GA91506_00207,GA91534_00197,GA91536_00196,GA95071_00157
g01118	100.00	100.00	100.00	0	both	L-2%2C4-diaminobutyrate decarboxylase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00343,GA60748_00410,GA67073_00344,GA71389_00344,GA71621_00344,GA71663_00343,GA74349_00344,GA76006_00195,GA78317_00770,GA78869_00344,GA79872_00334,GA81213_00193,GA81566_00076,GA81665_00412,GA81666_00412,GA83348_00412,GA83349_00440,GA83357_00336,GA83431_00206,GA83447_00167,GA83469_00201,GA83571_00412,GA83705_00412,GA83706_00555,GA83841_00338,GA83842A_00206,GA83842B_00412,GA83874_00527,GA83882_00206,GA87003_00412,GA87176_00412,GA87262_00412,GA87363_00429,GA87364_00334,GA87424_00206,GA87536_00579,GA87620_00206,GA87639_00205,GA87640_00335,GA87672_00771,GA87697_00413,GA87801_00628,GA87875_00285,GA91113_00796,GA91241_00430,GA91506_00206,GA91534_00196,GA91536_00195,GA95071_00156
g00929	100.00	100.00	100.00	0	both	tRNA(fMet)-specific endonuclease VapC(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00342,GA60748_00409,GA67073_00343,GA71389_00343,GA71621_00343,GA71663_00342,GA74349_00343,GA76006_00194,GA78317_00769,GA78869_00343,GA79872_00333,GA81213_00192,GA81566_00075,GA81665_00411,GA81666_00411,GA83348_00411,GA83349_00439,GA83357_00335,GA83431_00205,GA83447_00166,GA83469_00200,GA83571_00411,GA83705_00411,GA83706_00554,GA83841_00337,GA83842A_00205,GA83842B_00411,GA83874_00526,GA83882_00205,GA87003_00411,GA87176_00411,GA87262_00411,GA87363_00428,GA87364_00333,GA87424_00205,GA87536_00578,GA87620_00205,GA87639_00204,GA87640_00334,GA87672_00770,GA87697_00412,GA87801_00627,GA87875_00284,GA91113_00795,GA91241_00429,GA91506_00205,GA91534_00195,GA91536_00194,GA95071_00155
g00495	100.00	100.00	100.00	0	both	antitoxin(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00341,GA60748_00408,GA67073_00342,GA71389_00342,GA71621_00342,GA71663_00341,GA74349_00342,GA76006_00193,GA78317_00768,GA78869_00342,GA79872_00332,GA81213_00191,GA81566_00074,GA81665_00410,GA81666_00410,GA83348_00410,GA83349_00438,GA83357_00334,GA83431_00204,GA83447_00165,GA83469_00199,GA83571_00410,GA83705_00410,GA83706_00553,GA83841_00336,GA83842A_00204,GA83842B_00410,GA83874_00525,GA83882_00204,GA87003_00410,GA87176_00410,GA87262_00410,GA87363_00427,GA87364_00332,GA87424_00204,GA87536_00577,GA87620_00204,GA87639_00203,GA87640_00333,GA87672_00769,GA87697_00411,GA87801_00626,GA87875_00283,GA91113_00794,GA91241_00428,GA91506_00204,GA91534_00194,GA91536_00193,GA95071_00154
g00578	100.00	100.00	100.00	0	both	diaminobutyrate--2-oxoglutarate transaminase(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00340,GA60748_00407,GA67073_00341,GA71389_00341,GA71621_00341,GA71663_00340,GA74349_00341,GA76006_00192,GA78317_00767,GA78869_00341,GA79872_00331,GA81213_00190,GA81566_00073,GA81665_00409,GA81666_00409,GA83348_00409,GA83349_00437,GA83357_00333,GA83431_00203,GA83447_00164,GA83469_00198,GA83571_00409,GA83705_00409,GA83706_00552,GA83841_00335,GA83842A_00203,GA83842B_00409,GA83874_00524,GA83882_00203,GA87003_00409,GA87176_00409,GA87262_00409,GA87363_00426,GA87364_00331,GA87424_00203,GA87536_00576,GA87620_00203,GA87639_00202,GA87640_00332,GA87672_00768,GA87697_00410,GA87801_00625,GA87875_00282,GA91113_00793,GA91241_00427,GA91506_00203,GA91534_00193,GA91536_00192,GA95071_00153
g00487	100.00	100.00	100.00	0	both	50S ribosomal protein L33(49)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071	GA54827,GA67073,GA71389,GA71621,GA71663,GA74349,GA76006,GA78317,GA78869,GA79872,GA81213,GA81566,GA83357,GA83841,GA83874,GA87364,GA87536,GA87640,GA87672,GA87801,GA87875,GA91534,GA91536		GA54827_00339,GA60748_00406,GA67073_00340,GA71389_00340,GA71621_00340,GA71663_00339,GA74349_00340,GA76006_00191,GA78317_00766,GA78869_00340,GA79872_00330,GA81213_00189,GA81566_00072,GA81665_00408,GA81666_00408,GA83348_00408,GA83349_00436,GA83357_00332,GA83431_00202,GA83447_00163,GA83469_00197,GA83571_00408,GA83705_00408,GA83706_00551,GA83841_00334,GA83842A_00202,GA83842B_00408,GA83874_00523,GA83882_00202,GA87003_00408,GA87176_00408,GA87262_00408,GA87363_00425,GA87364_00330,GA87424_00202,GA87536_00575,GA87620_00202,GA87639_00201,GA87640_00331,GA87672_00767,GA87697_00409,GA87801_00624,GA87875_00281,GA91113_00792,GA91241_00426,GA91506_00202,GA91534_00192,GA91536_00191,GA95071_00152
